rank,object_id,score,n_obs
9011,ZTF24abebtgs,0.284374,16
9012,ZTF20abojzhs,0.284312,21
9013,ZTF19abzkvvh,0.284259,23
9014,ZTF21aagrzqz,0.284109,23
9015,ZTF23abhxqsf,0.284061,20
9016,ZTF24aakxvdo,0.283530,13
9017,ZTF19adaitsb,0.283409,11
9018,ZTF19aaworze,0.283387,19
9019,ZTF20abevcoo,0.282865,14
9020,ZTF24abptzoh,0.282800,25
9021,ZTF24absmnre,0.282780,15
9022,ZTF21aaocrlm,0.282764,25
9023,ZTF23aadnpbq,0.282698,23
9024,ZTF20abmddts,0.282530,18
9025,ZTF20acnznol,0.282456,16
9026,ZTF20abeevyo,0.282176,16
9027,ZTF21aaaosga,0.281886,14
9028,ZTF20aauwfvu,0.281772,11
9029,ZTF21aaaokyq,0.281709,13
9030,ZTF22abubrek,0.281490,17
9031,ZTF20abefbjx,0.281456,26
9032,ZTF20acsdpsg,0.281356,20
9033,ZTF25aceqpfv,0.281231,17
9034,ZTF20abmvfwy,0.281149,25
9035,ZTF26aaajozs,0.280767,15
9036,ZTF26aakjvop,0.280542,15
9037,ZTF23aardbqv,0.280330,21
9038,ZTF23aaeaptm,0.280096,13
9039,ZTF23aanztsf,0.279965,95
9040,ZTF24abvherf,0.279827,11
9041,ZTF23aaxboby,0.279784,20
9042,ZTF21acdeqjg,0.279566,18
9043,ZTF23aandtgm,0.279480,13
9044,ZTF19acewyfx,0.279366,17
9045,ZTF20abgbvgl,0.279312,25
9046,ZTF24abkgfqo,0.279187,22
9047,ZTF20aaifyfd,0.278976,83
9048,ZTF21abmrala,0.278794,17
9049,ZTF22abvbjkl,0.278216,22
9050,ZTF22aazjesh,0.277811,23
9051,ZTF21abnkahc,0.277794,15
9052,ZTF25abmzizc,0.277784,32
9053,ZTF21aaxthsz,0.277615,24
9054,ZTF24abqttfy,0.277398,16
9055,ZTF20abmdlng,0.277219,22
9056,ZTF22aagowjy,0.276973,14
9057,ZTF24abciekd,0.276810,10
9058,ZTF21aaymdan,0.276767,20
9059,ZTF24aakpolx,0.276623,10
9060,ZTF21aajjwoa,0.276423,11
9061,ZTF25abaaxps,0.276325,43
9062,ZTF18aaqrmuk,0.276317,11
9063,ZTF25aavyszg,0.276315,19
9064,ZTF25aclcjxa,0.276048,14
9065,ZTF21abtuutw,0.275984,18
9066,ZTF21aarrwdu,0.275483,12
9067,ZTF19abvdgqo,0.275338,37
9068,ZTF20abjwomx,0.275173,16
9069,ZTF21acjeolh,0.274885,14
9070,ZTF25abirmsp,0.274426,16
9071,ZTF21achiyby,0.274301,29
9072,ZTF21abhyukx,0.274160,24
9073,ZTF19adhmquo,0.274065,87
9074,ZTF20abcujso,0.273759,10
9075,ZTF22aakykot,0.273588,11
9076,ZTF20aazgnpn,0.273423,14
9077,ZTF24abcgwxk,0.272773,16
9078,ZTF25abngnls,0.272413,18
9079,ZTF20acotwqe,0.272024,12
9080,ZTF20aaimmai,0.271995,51
9081,ZTF20achodfe,0.271697,21
9082,ZTF23aaiysch,0.271533,11
9083,ZTF20abeinak,0.271319,11
9084,ZTF18aankxqv,0.271127,18
9085,ZTF23aapivjb,0.270812,21
9086,ZTF22aakfmcf,0.270431,25
9087,ZTF20aammnnm,0.270261,46
9088,ZTF22aausjcd,0.270028,22
9089,ZTF21aaarnro,0.269834,17
9090,ZTF25abxclmk,0.269386,20
9091,ZTF22abccnue,0.269359,14
9092,ZTF23absholu,0.269094,15
9093,ZTF19abiovio,0.268977,14
9094,ZTF21acirwxt,0.268947,20
9095,ZTF25aahlyfc,0.268947,19
9096,ZTF19abfzijq,0.268778,17
9097,ZTF19abfxbro,0.268693,40
9098,ZTF23aaeejzm,0.268493,20
9099,ZTF23aakfysp,0.268329,17
9100,ZTF21aastzsn,0.268032,20
9101,ZTF21acjoorl,0.267756,15
9102,ZTF25aavghnx,0.267724,31
9103,ZTF25aavwrtd,0.267668,18
9104,ZTF20abvqizw,0.267487,17
9105,ZTF23aaglpmu,0.267465,16
9106,ZTF23abankea,0.266873,37
9107,ZTF22abvmbow,0.266837,16
9108,ZTF20acaxvzf,0.265715,28
9109,ZTF20acujaft,0.265641,21
9110,ZTF24aahitev,0.265594,32
9111,ZTF21abcahhq,0.265540,25
9112,ZTF21aalkkan,0.265137,14
9113,ZTF21achkdtc,0.265025,29
9114,ZTF20acpmcmu,0.264930,20
9115,ZTF24abdjbyl,0.264864,12
9116,ZTF18aakipwm,0.264798,10
9117,ZTF23aavdhtr,0.264532,10
9118,ZTF20aclczrv,0.264292,12
9119,ZTF25ababepu,0.263992,45
9120,ZTF20aazpotn,0.263965,11
9121,ZTF25acdgvvd,0.263943,24
9122,ZTF22aawngdq,0.263799,28
9123,ZTF21aaapesv,0.263724,12
9124,ZTF20abcasax,0.263612,11
9125,ZTF23aajslbe,0.263396,20
9126,ZTF25absxqav,0.263362,12
9127,ZTF23aaeqiyd,0.263345,25
9128,ZTF20acopmey,0.263177,22
9129,ZTF25abilyro,0.262823,31
9130,ZTF25abocxbg,0.262675,25
9131,ZTF19adcbxli,0.262020,344
9132,ZTF19abgjsif,0.261835,232
9133,ZTF20acuiqih,0.261656,10
9134,ZTF26aauxeux,0.261237,41
9135,ZTF20abriubk,0.260936,42
9136,ZTF19acftofj,0.260665,12
9137,ZTF22aakcoin,0.260411,13
9138,ZTF21abowsub,0.260286,31
9139,ZTF23abjtozz,0.260135,21
9140,ZTF20aabqxeg,0.259777,15
9141,ZTF22abfweew,0.259720,25
9142,ZTF20acowata,0.259631,32
9143,ZTF24aaqxajf,0.259439,14
9144,ZTF23aamgela,0.259190,53
9145,ZTF23aaedrzc,0.259150,16
9146,ZTF24aalpqir,0.258978,13
9147,ZTF25aceprla,0.258652,13
9148,ZTF20aawkpik,0.258491,15
9149,ZTF20acnvprg,0.258230,12
9150,ZTF21abcxswe,0.258154,18
9151,ZTF20abeimho,0.257890,14
9152,ZTF26aadsbxh,0.257860,17
9153,ZTF21aaryfvu,0.257722,16
9154,ZTF21abvuuea,0.257173,22
9155,ZTF23aaslllz,0.257087,11
9156,ZTF21abvtzbv,0.257058,24
9157,ZTF22aayjqlo,0.256465,13
9158,ZTF19aczjxem,0.256169,15
9159,ZTF20aavrnak,0.255943,27
9160,ZTF25abjmvqa,0.255485,12
9161,ZTF23aaiyobb,0.255277,20
9162,ZTF24aboaeip,0.254751,15
9163,ZTF25aaufoxf,0.254602,27
9164,ZTF19abnshgg,0.254576,14
9165,ZTF20actljxj,0.254458,22
9166,ZTF19acxytaz,0.254250,11
9167,ZTF21abdawxy,0.254071,17
9168,ZTF21abbqxdp,0.254003,14
9169,ZTF20acgrvtr,0.253966,18
9170,ZTF24aaxqufu,0.253795,13
9171,ZTF25abbdvqe,0.253204,19
9172,ZTF21abxnjeg,0.252653,14
9173,ZTF20aahqabk,0.252554,13
9174,ZTF21aaacwmx,0.252461,15
9175,ZTF20achfetb,0.252209,10
9176,ZTF25aatnxnh,0.252036,44
9177,ZTF24abpmuga,0.251658,49
9178,ZTF20aayjtfh,0.251652,13
9179,ZTF25abxcjwp,0.251469,16
9180,ZTF20aayxapt,0.251447,12
9181,ZTF23abmxiuy,0.251331,16
9182,ZTF23aalravi,0.250865,19
9183,ZTF20aazyumm,0.250855,15
9184,ZTF24abrtngt,0.250812,19
9185,ZTF25abigvgg,0.250805,14
9186,ZTF21aagmhzg,0.250663,13
9187,ZTF21aayngrz,0.250439,13
9188,ZTF23abiihkq,0.250141,13
9189,ZTF24abeycof,0.249783,21
9190,ZTF22aagyatt,0.249765,10
9191,ZTF18aavtxjk,0.249457,13
9192,ZTF23aaeruju,0.249312,16
9193,ZTF20aankfap,0.249294,17
9194,ZTF26aabblen,0.249290,17
9195,ZTF22aadiqpp,0.249228,14
9196,ZTF20acujiae,0.249047,20
9197,ZTF20acrryhl,0.248877,24
9198,ZTF24aaxqguj,0.248646,23
9199,ZTF23aaitimz,0.248630,27
9200,ZTF24ablnmez,0.248557,16
9201,ZTF20acphjfn,0.248497,15
9202,ZTF19actucih,0.248494,31
9203,ZTF24aahzlcx,0.248255,15
9204,ZTF22aaaftxq,0.247686,19
9205,ZTF19acfthre,0.247500,18
9206,ZTF25aagqptv,0.247116,15
9207,ZTF22abfwihc,0.246958,20
9208,ZTF22aaohlic,0.246945,11
9209,ZTF22abcfics,0.246867,81
9210,ZTF22abfyhnr,0.246834,25
9211,ZTF23aajhyco,0.246556,20
9212,ZTF22aayobas,0.246436,20
9213,ZTF24aaqubvf,0.246150,16
9214,ZTF20abrcnbr,0.246122,10
9215,ZTF20abpgbro,0.245999,31
9216,ZTF21abwtqbx,0.245866,18
9217,ZTF19acedfpz,0.245808,10
9218,ZTF25abfnszm,0.245774,13
9219,ZTF20abefadn,0.245413,17
9220,ZTF21aaxwmty,0.244796,33
9221,ZTF23aarzfhf,0.244752,21
9222,ZTF25aayygab,0.244262,11
9223,ZTF22abulmre,0.243961,12
9224,ZTF20aattnyf,0.243793,11
9225,ZTF23aamtyjs,0.243453,20
9226,ZTF20abeyqmx,0.243263,11
9227,ZTF25abqnjol,0.243188,11
9228,ZTF26aaulhci,0.242587,12
9229,ZTF25abibgtc,0.242498,27
9230,ZTF23aajalbz,0.242383,11
9231,ZTF23aapypaw,0.242107,23
9232,ZTF20aazbpkv,0.241978,15
9233,ZTF24aawtgrj,0.241924,27
9234,ZTF22aakqzlj,0.241903,18
9235,ZTF25abiksod,0.241562,15
9236,ZTF23abohjok,0.241369,10
9237,ZTF21abtzbhx,0.241117,37
9238,ZTF20ackapmm,0.241070,15
9239,ZTF21abmxhwj,0.241061,12
9240,ZTF21aaadxid,0.240857,15
9241,ZTF20abloktg,0.240314,19
9242,ZTF25abtlvqt,0.239929,18
9243,ZTF23aaxfqfq,0.239916,48
9244,ZTF20abefyha,0.239846,12
9245,ZTF25aaawevx,0.239674,22
9246,ZTF23aadwfad,0.239664,13
9247,ZTF21aardtpp,0.239561,14
9248,ZTF22aawetbp,0.239550,23
9249,ZTF20aaurxdd,0.239493,26
9250,ZTF23abipwsa,0.239399,23
9251,ZTF20acmydwh,0.239256,16
9252,ZTF20aanshtt,0.239232,15
9253,ZTF18aaqcezl,0.239072,11
9254,ZTF19abxxglm,0.238938,20
9255,ZTF22abqmiww,0.238847,25
9256,ZTF23abiykkt,0.238365,18
9257,ZTF24aambzji,0.238200,15
9258,ZTF22abamuic,0.237595,16
9259,ZTF20abektyy,0.237388,39
9260,ZTF24abaalzx,0.237268,18
9261,ZTF25abiiufk,0.237093,14
9262,ZTF26aaurtku,0.236928,51
9263,ZTF24abcstvi,0.236482,13
9264,ZTF25acehlvo,0.236336,16
9265,ZTF21aaaotqa,0.236118,25
9266,ZTF20aaetvkh,0.236100,25
9267,ZTF23aawmzmi,0.235615,10
9268,ZTF25abupncg,0.234234,18
9269,ZTF22abdvtdk,0.233850,22
9270,ZTF25acknkcs,0.233776,25
9271,ZTF25abqdqzc,0.233538,18
9272,ZTF24abpwwcs,0.233171,16
9273,ZTF21abcudhu,0.233110,26
9274,ZTF20abhttyd,0.232905,22
9275,ZTF25acehaao,0.232874,15
9276,ZTF24abjjeet,0.232855,22
9277,ZTF19acrenwk,0.232469,13
9278,ZTF20aafchgb,0.232463,33
9279,ZTF19acefvav,0.232367,14
9280,ZTF21aapjjec,0.232316,27
9281,ZTF20abatutl,0.232233,12
9282,ZTF25aaprgxk,0.231868,11
9283,ZTF20aaqpswu,0.231868,17
9284,ZTF20achaeil,0.231818,17
9285,ZTF20acoqpbg,0.231693,24
9286,ZTF21abconph,0.231684,14
9287,ZTF20aaznokb,0.231623,16
9288,ZTF20ablrkhb,0.231575,20
9289,ZTF19aacznwv,0.231048,242
9290,ZTF23abhshad,0.230500,25
9291,ZTF26aaqouju,0.230419,20
9292,ZTF26aahitfw,0.230285,25
9293,ZTF23abliddq,0.229581,17
9294,ZTF19abdkfqe,0.229567,35
9295,ZTF26aaaaknw,0.229421,15
9296,ZTF18aasouko,0.229414,20
9297,ZTF21acdagka,0.229295,14
9298,ZTF18aawdynj,0.229003,13
9299,ZTF22abkwwio,0.228946,20
9300,ZTF25acbhuqx,0.228765,15
9301,ZTF21abrssvd,0.228465,19
9302,ZTF18aahppeb,0.228430,21
9303,ZTF19aayrhmb,0.228132,15
9304,ZTF25aarxasj,0.228029,33
9305,ZTF18adjkvrr,0.227799,15
9306,ZTF19aczlcvh,0.227364,23
9307,ZTF21aaraqpr,0.227332,24
9308,ZTF19abkerko,0.227237,120
9309,ZTF24abpwsxq,0.227081,28
9310,ZTF19achvsey,0.226929,14
9311,ZTF19acokfaj,0.226918,31
9312,ZTF25abigtyq,0.226619,20
9313,ZTF20achopst,0.226207,12
9314,ZTF22aaynzul,0.225997,15
9315,ZTF22abkpkej,0.225864,19
9316,ZTF19aawfxwj,0.225817,10
9317,ZTF24abkegqp,0.225798,27
9318,ZTF24aayabgl,0.225764,14
9319,ZTF20aausahr,0.225586,17
9320,ZTF21aagjqjt,0.225125,10
9321,ZTF18aapukti,0.224872,12
9322,ZTF23aajfipk,0.224769,13
9323,ZTF22aaexebq,0.224691,18
9324,ZTF25aaodsbg,0.224565,15
9325,ZTF21aavoupx,0.224392,11
9326,ZTF21aaacwom,0.224071,15
9327,ZTF25abqvwwa,0.224059,21
9328,ZTF23aajduji,0.223994,18
9329,ZTF20aazompu,0.223626,56
9330,ZTF25aaqpimk,0.223222,13
9331,ZTF20ablapck,0.223063,17
9332,ZTF19abcundg,0.222722,20
9333,ZTF20acoygag,0.222680,17
9334,ZTF21aaaroyw,0.222435,14
9335,ZTF21abprygm,0.222155,10
9336,ZTF20abmeesd,0.221533,17
9337,ZTF22aabwxnp,0.221410,18
9338,ZTF21acgunkr,0.221350,21
9339,ZTF20abjcuep,0.221349,18
9340,ZTF21aaxxdpa,0.221233,12
9341,ZTF19acfvlyj,0.220957,33
9342,ZTF20aakyqlh,0.220621,10
9343,ZTF19abqkpoi,0.220617,12
9344,ZTF23aajkejg,0.220608,15
9345,ZTF20aceinvi,0.219989,23
9346,ZTF22abprvjx,0.219855,34
9347,ZTF24abotesa,0.219836,35
9348,ZTF21abbybbx,0.219804,18
9349,ZTF22aaoemmz,0.218945,24
9350,ZTF21aaxveyl,0.218891,23
9351,ZTF26aajlpya,0.218854,22
9352,ZTF22aakbyvd,0.218822,17
9353,ZTF25abtaxwk,0.218728,11
9354,ZTF21ackckmr,0.218617,17
9355,ZTF22abemaki,0.218555,27
9356,ZTF22abomdxg,0.218400,19
9357,ZTF23aagunkc,0.218347,17
9358,ZTF19abzkuia,0.217495,16
9359,ZTF19abaezmo,0.217468,15
9360,ZTF22abykdwl,0.217073,17
9361,ZTF20acqilvj,0.217053,12
9362,ZTF20acuipou,0.217022,13
9363,ZTF25abaheco,0.216750,25
9364,ZTF18abbbeak,0.216138,14
9365,ZTF20aaeswym,0.215819,23
9366,ZTF22aahwmww,0.215537,27
9367,ZTF22abfunou,0.215219,11
9368,ZTF23aamkdfi,0.215152,23
9369,ZTF20acuoves,0.214796,12
9370,ZTF22aadlpiz,0.214761,21
9371,ZTF25abqkywk,0.213789,10
9372,ZTF20actvmne,0.213470,13
9373,ZTF22aaohaav,0.213469,16
9374,ZTF20aauuazr,0.213237,12
9375,ZTF20actezmo,0.212992,15
9376,ZTF20acowutp,0.212957,25
9377,ZTF23aaebsxt,0.212861,76
9378,ZTF23aaejwdu,0.212778,21
9379,ZTF22aanweuf,0.212364,14
9380,ZTF19aavrbra,0.212268,13
9381,ZTF20aaetsvt,0.212198,18
9382,ZTF20acnrvfm,0.211876,22
9383,ZTF20aahgkuc,0.211868,14
9384,ZTF19adbnlnz,0.211826,39
9385,ZTF24abvtoyo,0.211743,14
9386,ZTF18adfyesp,0.211510,16
9387,ZTF22abbosas,0.211427,15
9388,ZTF26aajnayv,0.210807,39
9389,ZTF22abifgwl,0.210782,17
9390,ZTF19abprrpm,0.210686,19
9391,ZTF22aafnldl,0.210676,11
9392,ZTF20acvezau,0.210641,13
9393,ZTF20aagsren,0.210279,13
9394,ZTF22aavacry,0.209823,18
9395,ZTF24aavcexj,0.209507,22
9396,ZTF23abmtzcg,0.209493,15
9397,ZTF24abcfigw,0.209465,12
9398,ZTF24abdolll,0.209377,18
9399,ZTF19acyitga,0.209372,15
9400,ZTF20aciubiw,0.209065,11
9401,ZTF26aaaaegg,0.209043,23
9402,ZTF25abgryxe,0.208864,12
9403,ZTF23aadrtra,0.208359,23
9404,ZTF20acowsyj,0.208276,25
9405,ZTF21abnuiwm,0.208066,14
9406,ZTF20achtpbn,0.207890,24
9407,ZTF21abypwuv,0.207871,13
9408,ZTF24aasqgkj,0.207854,17
9409,ZTF24aawjnuo,0.207765,12
9410,ZTF24aajjmlk,0.207741,14
9411,ZTF26aahfyrc,0.207690,29
9412,ZTF21abfnjya,0.207637,23
9413,ZTF20acusjnl,0.207569,27
9414,ZTF20actfnvf,0.207429,14
9415,ZTF20acmktxr,0.207396,16
9416,ZTF22abfynid,0.207224,12
9417,ZTF20acxuloz,0.207173,13
9418,ZTF21aapwakp,0.206950,21
9419,ZTF21aarjmsf,0.206838,15
9420,ZTF20abepjsq,0.206744,14
9421,ZTF20abqskvo,0.206617,47
9422,ZTF21accvpuq,0.206360,18
9423,ZTF18aatjmcx,0.206327,19
9424,ZTF25aaudgky,0.206302,23
9425,ZTF24aaneoyr,0.205855,11
9426,ZTF25achcnwt,0.205527,14
9427,ZTF19abdkcye,0.205368,24
9428,ZTF21achqzub,0.204958,22
9429,ZTF20acitbmh,0.204891,25
9430,ZTF25abvqiyx,0.204884,18
9431,ZTF24abyfclq,0.204850,15
9432,ZTF20adadhnz,0.204682,16
9433,ZTF22abfyjqf,0.204623,13
9434,ZTF24abnsgzr,0.204528,11
9435,ZTF25aaqqjxs,0.204434,14
9436,ZTF19achkimd,0.204432,31
9437,ZTF20abpvhqv,0.204244,29
9438,ZTF24aamilir,0.204218,18
9439,ZTF23aazjwck,0.204077,16
9440,ZTF20acvczmt,0.203871,10
9441,ZTF20actrjdy,0.203679,15
9442,ZTF24aaoxpxs,0.203537,30
9443,ZTF24abuerbi,0.203483,15
9444,ZTF26aabdklz,0.203354,14
9445,ZTF21aaaovyi,0.203275,14
9446,ZTF22aafntmb,0.203251,14
9447,ZTF18aasywuv,0.203135,10
9448,ZTF19abafrvy,0.202947,11
9449,ZTF24abfbsdo,0.202938,13
9450,ZTF22abvebdc,0.202803,20
9451,ZTF21aayramw,0.202741,24
9452,ZTF25abuoqfv,0.202628,16
9453,ZTF21aaoghvr,0.202337,12
9454,ZTF18abfakyu,0.202279,12
9455,ZTF20aawlmfu,0.201622,21
9456,ZTF19aawpgwv,0.201259,13
9457,ZTF19abqsvue,0.200973,47
9458,ZTF21abdkojo,0.200911,15
9459,ZTF25aceggtw,0.200885,14
9460,ZTF22aadeclf,0.200802,12
9461,ZTF20acjptet,0.200721,22
9462,ZTF24aamjpwm,0.200476,12
9463,ZTF24abngjbr,0.200271,18
9464,ZTF20abpgpwr,0.200170,11
9465,ZTF23aamzkrr,0.199822,23
9466,ZTF21acipdhn,0.199740,16
9467,ZTF25aaskxwm,0.199645,23
9468,ZTF25aaqfffi,0.199449,15
9469,ZTF20abshezl,0.199397,19
9470,ZTF20acazpve,0.199395,10
9471,ZTF25aaofmmt,0.199284,11
9472,ZTF22abfzdjj,0.199125,31
9473,ZTF26aaadpeh,0.199105,19
9474,ZTF20abjbede,0.198808,29
9475,ZTF19aauitks,0.198660,22
9476,ZTF19abrdliq,0.198520,16
9477,ZTF19abyhobw,0.198291,36
9478,ZTF23aaiztxa,0.198260,19
9479,ZTF22aajjipy,0.197923,14
9480,ZTF21abczhfv,0.197811,16
9481,ZTF26aauvuns,0.197752,31
9482,ZTF22abmqlre,0.197519,15
9483,ZTF26aaulhlc,0.197161,12
9484,ZTF25acegmdk,0.196975,13
9485,ZTF21abcpbgy,0.196832,10
9486,ZTF21aagjkqo,0.196792,10
9487,ZTF22abypiqc,0.196091,62
9488,ZTF23abermxr,0.195946,11
9489,ZTF24abbovsz,0.195898,16
9490,ZTF26aarfinh,0.195561,14
9491,ZTF24aaijmnq,0.195376,48
9492,ZTF22aahedwz,0.195321,15
9493,ZTF26aaadewy,0.195123,17
9494,ZTF20aafmskt,0.194963,16
9495,ZTF20aciugaf,0.194855,15
9496,ZTF20abjyovb,0.194754,15
9497,ZTF26aaeuqwl,0.194657,33
9498,ZTF20abgwwnq,0.194617,13
9499,ZTF18adjqcfc,0.193984,25
9500,ZTF23abjfflu,0.193695,13
9501,ZTF20aadbcno,0.193501,18
9502,ZTF21aasruah,0.192990,32
9503,ZTF21abytufi,0.192946,17
9504,ZTF25aaiysoc,0.192627,12
9505,ZTF22aayieud,0.192483,26
9506,ZTF22aaoztzy,0.192274,37
9507,ZTF21abcmvci,0.192220,18
9508,ZTF20abceeqp,0.192116,101
9509,ZTF20acoxcxx,0.192094,10
9510,ZTF20acxiyyp,0.191962,34
9511,ZTF25aavgtuu,0.191498,13
9512,ZTF26aabdfqr,0.191088,16
9513,ZTF26aarlpwa,0.190754,13
9514,ZTF18aakelin,0.190734,16
9515,ZTF20aaupott,0.190561,16
9516,ZTF26aagsygf,0.190538,12
9517,ZTF23ablvrqg,0.190433,24
9518,ZTF24aajgqli,0.190426,11
9519,ZTF21aaxvvqq,0.190239,12
9520,ZTF19abfzzxy,0.190140,16
9521,ZTF21acinyte,0.190092,14
9522,ZTF22abfwign,0.189992,46
9523,ZTF25ablioyb,0.189961,10
9524,ZTF20aazuumw,0.189694,16
9525,ZTF25abalmgt,0.189690,77
9526,ZTF20aankgex,0.189305,12
9527,ZTF21acckqaq,0.189280,39
9528,ZTF25aaqosfn,0.189196,23
9529,ZTF19aczkhah,0.189172,15
9530,ZTF22aammscg,0.189121,19
9531,ZTF23aajuala,0.189028,23
9532,ZTF19aavspux,0.188994,16
9533,ZTF22abfvjxv,0.188812,19
9534,ZTF25aarahxh,0.188604,21
9535,ZTF21aceyqac,0.188442,12
9536,ZTF20abstytq,0.188388,59
9537,ZTF24aaoymvy,0.188369,29
9538,ZTF20aazrqke,0.188122,11
9539,ZTF19aavhvwd,0.188013,17
9540,ZTF22aaaumiw,0.187928,18
9541,ZTF20abjpvce,0.187869,36
9542,ZTF20acleely,0.187696,24
9543,ZTF21acniqxq,0.187553,22
9544,ZTF21abxnhpn,0.187116,15
9545,ZTF22aaooldm,0.186939,20
9546,ZTF19abcupbu,0.186537,43
9547,ZTF20aanqtil,0.185933,19
9548,ZTF24abethzy,0.185845,15
9549,ZTF20aadayjw,0.185787,17
9550,ZTF22aavclih,0.185773,11
9551,ZTF23abhvjrw,0.185759,22
9552,ZTF20abpvgmn,0.185299,36
9553,ZTF19acbhveu,0.185129,12
9554,ZTF25abqamzb,0.185124,34
9555,ZTF22abfunyc,0.184991,25
9556,ZTF25aalpouv,0.184689,22
9557,ZTF19acbwrsu,0.184601,13
9558,ZTF22abgdjlx,0.184323,16
9559,ZTF19ackkgau,0.184102,57
9560,ZTF25aaqqlys,0.184014,37
9561,ZTF26aajsuxa,0.183830,20
9562,ZTF23aajjcuk,0.183812,24
9563,ZTF25aazgaxt,0.183806,156
9564,ZTF20abzhlbs,0.183674,17
9565,ZTF21achyekh,0.183610,20
9566,ZTF20acbstii,0.183205,20
9567,ZTF19abtukyd,0.183142,17
9568,ZTF19accjfgv,0.183017,10
9569,ZTF19acxmpnz,0.182883,18
9570,ZTF25abvcnys,0.182721,17
9571,ZTF22aaycyfd,0.182066,20
9572,ZTF20abjwoaz,0.181951,12
9573,ZTF22aafnqtw,0.181902,19
9574,ZTF23aamnhdx,0.181711,20
9575,ZTF19aawblge,0.181304,18
9576,ZTF20ackqhbl,0.180790,13
9577,ZTF20aamtusf,0.180661,46
9578,ZTF20acxuxdd,0.180301,12
9579,ZTF21abyfywy,0.179991,14
9580,ZTF24aakbibx,0.179871,31
9581,ZTF20acwjtwm,0.179842,20
9582,ZTF24abolyxg,0.179728,26
9583,ZTF24aajmmhu,0.179164,14
9584,ZTF21acjbedo,0.179158,21
9585,ZTF20abevcla,0.178976,16
9586,ZTF20aammicx,0.178871,12
9587,ZTF21achkexv,0.178733,27
9588,ZTF19abrtgbz,0.178453,11
9589,ZTF26aagriqt,0.178295,11
9590,ZTF18aaweoqq,0.178098,12
9591,ZTF20acgprcg,0.177777,30
9592,ZTF21abjacvc,0.177721,36
9593,ZTF22aakemyc,0.177634,16
9594,ZTF25acatrqa,0.177403,15
9595,ZTF20ablagfg,0.177350,10
9596,ZTF24aaigbqj,0.177172,51
9597,ZTF21abcpaus,0.177165,17
9598,ZTF19abzyvfi,0.177024,20
9599,ZTF24aalbepd,0.176910,19
9600,ZTF20achlpct,0.176660,16
9601,ZTF18adkepxr,0.176157,18
9602,ZTF24aaobpwf,0.176013,17
9603,ZTF19acaknqa,0.175390,22
9604,ZTF19aavldrt,0.175311,15
9605,ZTF22abxlpzz,0.175093,21
9606,ZTF23aaelbgl,0.174993,16
9607,ZTF23aakcmvz,0.174879,26
9608,ZTF26aaaanjy,0.174779,21
9609,ZTF23aagwgjw,0.174776,49
9610,ZTF23abkixct,0.174756,18
9611,ZTF20aadccun,0.174705,14
9612,ZTF23abhuuyz,0.174628,12
9613,ZTF21aadsosc,0.174469,13
9614,ZTF24abbwppe,0.174459,27
9615,ZTF19abahsgg,0.174419,14
9616,ZTF23aaptagz,0.174313,14
9617,ZTF21aapflmi,0.173920,14
9618,ZTF22aapmdpc,0.173805,23
9619,ZTF20aatuqva,0.173792,17
9620,ZTF21ackpanz,0.173692,61
9621,ZTF20acuosiq,0.173644,20
9622,ZTF19aarqhaa,0.173484,36
9623,ZTF20abjmiyi,0.173412,10
9624,ZTF24aaxefgt,0.173408,11
9625,ZTF25abismig,0.173237,11
9626,ZTF22aajmmkn,0.173148,14
9627,ZTF26aaacimu,0.172754,13
9628,ZTF22aadeizy,0.172681,13
9629,ZTF20aatzcxk,0.172591,14
9630,ZTF24aappvbt,0.172575,17
9631,ZTF20abzvwss,0.172529,18
9632,ZTF19abbbrgx,0.172255,13
9633,ZTF20aaiceeg,0.172078,45
9634,ZTF24aalcfbz,0.171967,13
9635,ZTF20aabhraq,0.171953,33
9636,ZTF20acdkfjn,0.171852,13
9637,ZTF25abihodb,0.171787,12
9638,ZTF20ablmvmj,0.171702,41
9639,ZTF20aahbcgo,0.171378,36
9640,ZTF20aaavzup,0.171310,15
9641,ZTF19abetirh,0.171247,13
9642,ZTF23aavvcqq,0.170561,12
9643,ZTF20aanhenj,0.170413,17
9644,ZTF21achqdqs,0.170384,13
9645,ZTF21acjjxww,0.170366,16
9646,ZTF23abphonx,0.170142,13
9647,ZTF24aaxpsfl,0.169847,26
9648,ZTF24abctntt,0.169486,45
9649,ZTF21aayrwvr,0.169274,14
9650,ZTF24aayeatn,0.169206,27
9651,ZTF20aancncs,0.169103,16
9652,ZTF24abfodqg,0.168656,15
9653,ZTF24aalpsin,0.168202,14
9654,ZTF20acphvjk,0.167894,27
9655,ZTF24abljlca,0.167741,12
9656,ZTF21aareeit,0.167653,13
9657,ZTF23aawobey,0.167515,26
9658,ZTF21aagdrdu,0.167375,50
9659,ZTF18aawiluo,0.167156,22
9660,ZTF22aafulrw,0.167060,10
9661,ZTF21aazenvp,0.166985,33
9662,ZTF19acnxsle,0.166739,32
9663,ZTF21abwzwzr,0.166689,12
9664,ZTF26aaeqoxr,0.166466,12
9665,ZTF21aanhvpo,0.166413,17
9666,ZTF20acpzkeu,0.166224,18
9667,ZTF26aaadiny,0.166127,13
9668,ZTF23abivylu,0.166095,14
9669,ZTF20abzqphp,0.165894,21
9670,ZTF21abhqoja,0.165778,13
9671,ZTF20aazciqx,0.165726,15
