objectId,classification,tns_type,z,ramean,decmean,glatmean,glonmean,anomaly_score,is_anomaly
ZTF20aafxahn,SN,,,135.32238833437498,53.610328725,40.577551060159934,164.15963380561072,3.3304603,True
ZTF24aazbshu,SN,CV,0.0,274.43945329166667,43.41585410625,24.08269698755743,71.02004013025991,3.2327545,True
ZTF18acelpbg,CV,CV,0.0,0.1026547499999999,33.42859625,-28.243876516749783,110.85696684844504,3.2261746,True
ZTF18acchses,VS,,,346.0023644111111,-20.90673513333333,-64.74700387138255,41.34620076414021,3.2166088,True
ZTF20abgxuqt,SN,,,308.20890988214285,65.95690484285714,15.140009464566594,100.50940591868692,3.2018209,True
ZTF19aavhzsc,SN,SN Ia,0.04,213.10332404615383,64.3835237,50.549852248598455,109.31451790606124,3.2008915,True
ZTF20abyyvrw,SN,SN Ia,0.008483,138.53753544999998,40.0780102,43.689543237395306,182.2006453508957,3.1897163,True
ZTF20aabbimu,SN,,,49.50197172777777,73.66394247777778,13.692939548215213,132.88133558919424,3.1503453,True
ZTF20abqhsxb,SN,Nova,0.00017,10.498354540909087,41.01347827272727,-21.823079444605742,121.01297248490864,3.1469762,True
ZTF20aavnpug,ORPHAN,,,253.33509155238096,27.43569265714285,36.82326884281521,48.187713410299565,3.1389449,True
ZTF18aaeipng,NT,SN IIb,0.017,122.60504891,34.00441117,30.28301412329982,187.5598807808898,3.135449,True
ZTF19abhcefa,SN,SN Ibn,0.04168,218.76063906,14.77690375,62.92491663263184,11.052476049189051,3.1351795,True
ZTF24aabdxtp,ORPHAN,,,125.22920697060869,67.64489727547826,33.404217710037265,147.8500759536525,3.1052442,True
ZTF19adakuot,SN,,0.0,10.157938464285712,40.58132307142857,-22.243916478258647,120.71544396844168,3.0754278,True
ZTF22abjrboo,ORPHAN,,,276.5286105125,30.234145812500003,18.32418778502553,58.16588553703631,3.0554357,True
ZTF19acfrhnq,SN,,,115.7538994388889,22.202114694444443,20.86608911945969,197.91611110860612,3.0498815,True
ZTF20acwobak,UNCLEAR,,,136.36574175384615,31.156107138461536,41.02186788756799,193.9786512099628,3.0364857,True
ZTF19abqsojs,SN,SN Ia-91T-like,0.063,255.62791622,41.21940779,37.358211701178256,65.63978117890301,3.0349915,True
ZTF19abpgydq,VS,,,249.9489145090909,-8.65996370909091,24.16628327481445,8.391860616787108,3.0106323,True
ZTF25aayxsry,ORPHAN,SN Ia,0.085,312.9378085840579,-9.543432555072462,-31.029145493977857,38.141951863821525,3.006619,True
ZTF20aamlerx,NT,,,239.4770251377049,41.93472483442624,49.418185458599886,66.71968768914478,3.0039392,True
ZTF22abgcigh,SN,Varstar,0.0,276.5991968,25.180259610526317,16.36963923136065,53.282295305198886,2.9927952,True
ZTF18acskaze,VS,CV,0.0,69.06834624,56.47339862,6.126907569653456,150.42602153125162,2.953793,True
ZTF19aapseww,AGN,,,168.66525796857144,-2.792115962857143,52.05832331101856,261.19176490056816,2.9517028,True
ZTF20aauqtle,ORPHAN,,,303.940948082353,65.49932951176471,16.38967467390727,99.14493750874938,2.9497385,True
ZTF20abcxnkh,SN,SN Ia,0.048,346.2220501333333,21.590492906666665,-34.88433302329299,92.38745924158567,2.9473794,True
ZTF20abopngr,SN,,,313.23802925000007,26.30230350333333,-11.620584592297686,70.78656701258694,2.9430163,True
ZTF21abgmexs,SN,CV,0.0,267.39642717894736,17.216965368421054,21.199739580237477,42.0224713413905,2.9419665,True
ZTF23ablzckq,ORPHAN,CV,0.0,311.88610810555554,3.474181961111111,-23.79157926840432,50.40728104230404,2.9336905,True
ZTF20abupuzr,SN,,,322.07091048333336,29.347511966666666,-15.482798416102652,78.43967804788944,2.9279056,True
ZTF24aaesapj,SN,,,223.89304241333332,-15.57264422,37.748188403955766,341.83928139273183,2.92784,True
ZTF24aaesapj,SN,,,223.89304241333332,-15.57264422,37.748188403955766,341.83928139273183,2.9221587,True
ZTF19acbvpjn,SN,SN Ia,0.0174,155.6764421956522,46.24525787173912,55.05755064095134,169.79655083574332,2.908237,True
ZTF18ablqwmr,VS,,,274.34822793421057,-4.156876447368422,5.6425409891353615,25.31988400144313,2.9060907,True
ZTF20abzcokk,SN,,,35.49010079166666,46.00748177777777,-14.034758283384749,138.92278256380698,2.8936381,True
ZTF19abcoosk,SN,CV,,297.18859678,3.16141724,-11.23199384588174,42.424578010812304,2.8778386,True
ZTF20achwhfm,ORPHAN,,,296.99210473000005,-14.92297492,-19.111156525662896,25.53732009643562,2.8774967,True
ZTF22aankrqt,AGN,,,302.3876691631579,-21.585196484210528,-26.383878770415095,20.969524311006243,2.8700798,True
ZTF20abswlts,SN,,,27.388673202,29.032646132000004,-32.13914240678802,137.94537632922413,2.86892,True
ZTF20aaurhdm,SN,CV,,261.0942055421052,42.66893735789474,33.483722766453546,67.97301179309136,2.8673012,True
ZTF19abdcbwl,SN,SN Ia,0.118,357.00912566296296,33.73576841851852,-27.306049763634302,108.12175935472064,2.8615746,True
ZTF20abqsrvn,SN,,,341.3536973375,21.2950201625,-32.777949111513976,87.54371887588002,2.860522,True
ZTF24abowukl,SN,,,20.46342236,15.23722695142857,-46.99636708460458,133.72083735321618,2.8544214,True
ZTF22abgglcz,SN,CV,0.0,3.626827005882353,43.2384775882353,-19.12311001532489,115.82557025696327,2.839958,True
ZTF22abamxcl,ORPHAN,SN,0.0,30.29733999375,-5.8665060875,-63.03025927075356,164.0267356225889,2.8380992,True
ZTF19acitnck,SN,SN Ia,0.04,305.29490926999995,2.80796201,-18.476219694026547,46.18356725589592,2.817712,True
ZTF22abevczq,ORPHAN,,,64.4713125952381,72.0138391,15.250692848174364,137.46084481085822,2.8161309,True
ZTF19abahiwr,SN,,,344.21489548000005,11.517636106666664,-42.398924869171,83.43207360223008,2.8113885,True
ZTF18acpwmve,AGN,,,151.25633949117648,49.4282864,51.18756337656592,166.48257262346527,2.804057,True
ZTF24abqugtc,ORPHAN,,,349.7852705650603,-6.225208826506024,-59.70102353509191,72.37511152586006,2.802609,True
ZTF25aahtwad,UNCLEAR,CV,0.0,210.9170255730769,79.79200989615384,36.77847686523817,118.99918222139172,2.7996986,True
ZTF21aaapfal,NT,,,250.539111975,35.60022455,40.71829806483545,57.89391073555701,2.7888947,True
ZTF20abjorou,SN,,,334.0542893114754,43.16759384262295,-11.179947891437,95.1627826749914,2.7875307,True
ZTF20aatwonv,SN,SN Ia,,135.94906051,29.1592733,40.27706352050846,196.4664747963005,2.7852721,True
ZTF26aaotmuq,SN,SN Ia-91bg-like,0.023812,162.3744082232558,21.778297104651163,61.81100434003354,217.14490014145028,2.783488,True
ZTF26aatltea,SN,,,208.06073037674415,0.9331694162790698,60.01547400740206,334.5729928989798,2.780643,True
ZTF19acvrigb,SN,SN Ia,0.02805,136.0327579127907,39.67836224767442,41.753932217698605,182.6473314516185,2.7737164,True
ZTF20acynjjo,SN,SN Ia,0.01512,338.5270124272727,5.5646594,-43.41309706969835,72.33080907127223,2.7650955,True
ZTF19aamreoh,VS,,,270.1479724,8.170848184210525,14.99019440024977,34.54386304730988,2.7624307,True
ZTF20ablyczu,SN,,,11.084022683333334,41.56888405,-21.28320889976005,121.50645169437672,2.7606997,True
ZTF20abvvsok,BS,,,358.4723932352942,58.49477849764706,-3.5392786011626938,115.45692593607905,2.760266,True
ZTF20acghajc,SN,Varstar,0.0,327.30284441052635,-19.851186536842107,-47.815390354055005,32.76882698126519,2.7571626,True
ZTF26aajpoid,ORPHAN,SN Ia,0.089,236.064809896,4.256832247999999,42.90412627933232,11.689742879637429,2.751932,True
ZTF20acxncha,SN,SN Ia,0.048,4.979513141666667,23.95253315,-38.35587167128544,113.73804030940548,2.7497756,True
ZTF21aabjfbc,ORPHAN,SN II,0.0,82.88132497777778,-20.52071336666667,-26.399242266919664,223.61697007634857,2.7480907,True
ZTF24abqugtc,ORPHAN,,,349.7852705650603,-6.225208826506024,-59.70102353509191,72.37511152586006,2.7475858,True
ZTF21abcgxit,ORPHAN,,,273.5993901763157,71.89309094210525,28.549132327858736,102.49346659300808,2.747106,True
ZTF18acqqjsm,AGN,,,154.05157344285718,42.23288067857143,55.08341574549939,177.09593913107358,2.746683,True
ZTF22abjzvso,AGN,,,134.54714472892252,66.15311032362948,37.30542002912078,148.55872259423168,2.7431703,True
ZTF26aacqcmy,ORPHAN,SN Ia,0.053,128.90716163,9.426106349999998,27.400836435569957,216.2748102882032,2.7419448,True
ZTF25accypwa,ORPHAN,,,297.1169567333333,50.95033563333334,12.476033801948567,84.22359200552944,2.7337635,True
ZTF20abziqom,SN,,,359.23069693125,1.7545215375,-58.2728418280126,96.32526268107962,2.7320688,True
ZTF20aaeuxqk,SN,SN Ia,0.0,210.21914435714285,81.84658022857141,34.87913490367547,119.97516827414664,2.7290294,True
ZTF23abeqble,SN,CV,0.0,300.7490642655173,15.376643465517242,-8.203727530067972,54.94912028871834,2.724837,True
ZTF26aaajoey,ORPHAN,,,151.01403397837836,58.46868992432433,47.33951453598554,153.91860087356548,2.721715,True
ZTF20acphvzi,ORPHAN,CV,0.0,108.07866756,38.439538266666666,20.297330390164024,179.2014559354117,2.7150054,True
ZTF21abntqyx,SN,CV,0.0,303.8166243090909,-0.0613038181818181,-18.590934315526408,42.78169940586299,2.7146661,True
ZTF24abzggsq,SN,,,243.5987884,2.242640210619469,35.49562018721674,14.788869099719175,2.709167,True
ZTF22aazuqah,ORPHAN,,,49.80400711428572,22.645713742857147,-28.743391143005727,162.17841090862936,2.7090394,True
ZTF21aabpszb,SN,SN Ia,0.016348,18.520073516666667,-1.7401606750000005,-64.03825600055319,135.94707659094212,2.7017646,True
ZTF19acwrvzk,ORPHAN,,0.0,68.84699085882352,55.37618010588236,5.299727095358114,151.1611432061363,2.7006404,True
ZTF20aazgnpn,SN,,,136.72819325000003,44.12267297142857,42.337492579601154,176.67239763075952,2.696372,True
ZTF24abdnunm,ORPHAN,,,32.56016695454545,27.1486727,-32.51453726897772,143.76973779182,2.6947496,True
ZTF20abyxzih,VS,,,50.585006500000006,5.82520735,-40.845560023078725,176.51119863226089,2.693414,True
ZTF20aabpeiq,ORPHAN,CV,0.0,109.689550525,19.74415538125,14.69421497568612,197.9771356313284,2.689569,True
ZTF23aagunkc,ORPHAN,,,239.55436392666664,8.90694374,42.35071534736544,19.53881832198673,2.6810532,True
ZTF19adbqznr,SN,,,105.965973438,32.898747178,16.748188040422672,184.04061182479956,2.680736,True
ZTF20abfhxej,SN,,,223.50699329811323,30.74797457924528,63.02021585396568,47.99109689468223,2.6734574,True
ZTF25abdnftb,ORPHAN,,,338.9160269875,-19.382180390625003,-57.97392392176365,39.58961225302431,2.6733155,True
ZTF20acplkub,SN,Nova,0.001,9.875292238461538,40.51692189999999,-22.29799993806894,120.48030745951787,2.6711302,True
ZTF20aavtcaj,UNCLEAR,,,254.92420175384615,27.5647998,35.49388800337392,48.78973628320153,2.6673732,True
ZTF24aaxjkov,ORPHAN,,,91.00342388,46.76394302999999,11.943509154926147,166.18530995109114,2.6649706,True
ZTF19abzvbra,ORPHAN,SN IIn,0.162,344.08721170659345,45.21258184725276,-13.05858835286713,102.56151140502185,2.664794,True
ZTF20abytful,UNCLEAR,,,289.14843232631586,52.3457859,17.544755482625852,83.37510369834902,2.6641614,True
ZTF24aavybxc,ORPHAN,CV,0.0,255.9206276210526,-6.512930321052632,20.418606363360308,13.861933196415698,2.6622527,True
ZTF24aawpwxe,SN,,,7.604871205263156,20.19737324210526,-42.40142916964418,116.2478501601713,2.6550198,True
ZTF21acinvoq,SN,CV,0.0,77.12632848125,-19.19770714375,-30.988582005260405,220.0133612053785,2.6542845,True
ZTF23abhipsi,ORPHAN,,,338.608679825,48.97161659166667,-7.985149387710413,101.02693949303288,2.6506743,True
ZTF21abvuclg,SN,SN Ia,0.09,351.1012651714286,45.47721053809524,-14.743370362720723,107.34053897022848,2.6474252,True
ZTF21aaphjyn,SN,CV,0.0,193.83185047647055,24.90110483529412,87.60759038600158,324.57015474245594,2.6432805,True
ZTF20aagfqvn,SN,,,152.351356236,30.58600778,54.542044864377694,197.49618908871275,2.6414382,True
ZTF24abrzoum,ORPHAN,,,336.5499680444444,50.66100270555555,-5.852232969697078,100.76334271221748,2.640232,True
ZTF25aafstws,SN,,,223.32996849583333,70.67915940416667,43.16446047011694,109.63358197309547,2.6374452,True
ZTF25aazgaxt,SN,,,337.1568133196203,-3.01126748607595,-48.217235698927816,61.93068832670859,2.632062,True
ZTF21abwrujq,ORPHAN,CV,0.0,319.5921816857143,-9.462690957142858,-36.87059376152204,41.75357316685156,2.6319587,True
ZTF19acyiqnw,SN,SN Ia,0.033,193.20051604999995,80.32360372258063,36.80445665295115,122.860328606831,2.6310315,True
ZTF24abfvunx,SN,CV,0.0,313.70403098235295,10.390704676470587,-21.504986846507517,57.7468075361435,2.630492,True
ZTF21accbxzk,SN,CV,0.0,331.92442723846153,17.87361857692308,-29.996295792487757,76.87565596608175,2.6298957,True
ZTF20achvlbs,SN,,,134.38864508611113,62.56666424444446,38.25236070219741,152.93671267582116,2.6257577,True
ZTF25aaqavru,SN,,,14.90252353076923,57.489656415384616,-5.3645953993381,124.03462255704711,2.618505,True
ZTF25ackwhhp,SN,,,47.79007772307692,73.7643482051282,13.52068204153538,132.40888659477832,2.6177785,True
ZTF18aaybfsd,SN,SN Ia,0.04,230.71637345555555,38.44955015,56.49684489467127,62.3908741590768,2.6151922,True
ZTF20actghst,SN,,,92.9695289,36.824539844444445,8.681402844816164,175.8447299017704,2.6120484,True
ZTF20aazomcu,SN,,,3.8744305733333335,17.324310866666668,-44.70083307165875,110.82391616288513,2.6110759,True
ZTF22abslzdw,ORPHAN,,,182.13387496792456,7.858104179245282,68.21309923967158,273.1490879011154,2.6073318,True
ZTF19acyiqnw,SN,,,193.20051604999995,80.32360372258063,36.80445665295115,122.860328606831,2.5968847,True
ZTF22aaolwsd,SN,SN II,0.014046,357.77133802127656,20.152472087234045,-40.511769686579655,104.18295385731383,2.5904975,True
ZTF26aavrsod,ORPHAN,CV,0.0,242.9238080375,-24.0662679625,19.61506698811749,350.94051544586193,2.5895982,True
ZTF22aapqwas,ORPHAN,SN Ia,0.12,212.71848783043475,77.20617159130435,39.05196798058515,117.37303252035544,2.5891454,True
ZTF19achufoh,ORPHAN,CV,,342.7801074586208,53.83761243448276,-4.95081663619946,105.66323193966778,2.5864623,True
ZTF23aaznguj,ORPHAN,CV,,318.0644648137931,36.87000024137931,-7.866967065761057,81.64078643589193,2.5861888,True
ZTF23aboemfi,ORPHAN,SN Ia,0.1,352.97300739411764,22.65852095294117,-36.63097912770257,99.90527716546262,2.585366,True
ZTF21aagqcnl,SN,SN Ia,0.021515,184.14477342173916,33.5265643826087,80.13218391811654,170.40995488748632,2.5829804,True
ZTF20aannodx,ORPHAN,SN Ia,0.09,115.17195261333336,72.97557888,29.443651355013923,142.1078882635168,2.5812624,True
ZTF20aatusgs,SN,,,282.45531343125,44.06751451875,18.762743934965464,73.57092993518837,2.5810418,True
ZTF26aagjcrp,ORPHAN,,,122.91442681612902,24.64125882258065,27.87338389641912,197.92193435503245,2.579781,True
ZTF19acujvsi,ORPHAN,,,357.22731324210525,25.000008363157896,-35.736671814545424,105.42242552291908,2.576111,True
ZTF23aafwsuu,SN,,0.0,283.86341574444447,81.82421526666667,26.68799350953161,113.77476415742274,2.5758994,True
ZTF25aawlutq,UNCLEAR,CV,0.0,293.47525666666667,42.33359491666667,10.712367016756623,75.24554286604159,2.5750997,True
ZTF23aajadma,SN,CV,0.0,323.4994373400001,-4.002182606666667,-37.5941319841282,50.11969380869742,2.568819,True
ZTF26aaltzhc,SN,SN II,0.003292,337.113502286,30.298455568,-23.17984297093344,89.65466266969325,2.5677717,True
ZTF25achdubq,SN,,,10.561052740000004,41.29112627000001,-21.54748008619365,121.07537255940927,2.5663867,True
ZTF20actowqe,ORPHAN,,,344.43046805625,37.05208853125,-20.480257149269327,99.00437464653209,2.566022,True
ZTF23abarvgy,UNCLEAR,,,93.7109343285714,50.64049637857143,15.237414154928928,163.39290477059126,2.5656865,True
ZTF19abbnamr,SN,SN II,0.0139,357.7651682632979,20.14548753776596,-40.51665652011614,104.17289737081424,2.562871,True
ZTF21abgmhfb,SN,CV,0.0,235.57455589166668,3.542513083333334,42.908675292911575,10.507813930605517,2.5592983,True
ZTF25abunelx,CV,CV,0.0,41.321809614285705,33.523887,-23.605220966810645,148.62714052703024,2.5577757,True
ZTF23aajaaqm,SN,,,291.1020157560976,72.33388156341464,23.31336865512558,103.84294906482933,2.556319,True
ZTF20abpuwxl,ORPHAN,SLSN-I,0.27,10.000773077777778,-14.590334788888889,-77.18226868401611,110.36640295084725,2.5558152,True
ZTF23abawwbg,ORPHAN,,,127.53233509682538,19.93627842222222,30.313344115428563,204.63818615815143,2.5525134,True
ZTF25aardghz,ORPHAN,CV,0.0,253.33622357,-8.425633179999998,21.531869510913104,10.651637643880871,2.5521436,True
ZTF24abciekd,SN,SN Ia-pec,0.042,91.84746079,87.23933371000001,26.56844904059428,125.96193690272683,2.5480144,True
ZTF25aakqrzn,SN,,,47.78993314285714,73.7644005942857,13.520705472195784,132.408822946721,2.5479248,True
ZTF25aattnit,SN,,,160.74742267142858,-9.20876481632653,42.15521153366221,257.87432426701463,2.543302,True
ZTF20abgtvhl,NT,SN II,0.0178,2.079033806923077,8.121206032307693,-53.23501329718985,104.9104755581052,2.5427608,True
ZTF20abgbxaw,SN,,,357.6901497806451,15.486927441935483,-44.91310553578097,102.07197057184194,2.5427296,True
ZTF22abazqjm,SN,CV,0.0,286.7857954030303,29.653508103030305,9.941363176110716,61.26421629970509,2.5424314,True
ZTF23aajfdxf,ORPHAN,SN Ib,0.045,183.2775935904762,79.02981786190476,37.926602600048014,125.23341374695411,2.5401561,True
ZTF19aauplxw,NT,SN Ia,0.087,228.03270873333332,1.0604825041666668,47.37515661667698,1.19758970880968,2.5382614,False
ZTF19aawoaio,SN,,,192.595267176,34.88771666,82.2372400851523,124.53665869809706,2.538246,False
ZTF23aaquirw,ORPHAN,,,272.286167875,65.68587667,28.867041790821656,95.40423986871264,2.5374746,False
ZTF26aahigll,SN,SN Ia,0.08,186.08672216896557,2.607331103448276,64.63613389779144,286.9686157302056,2.5364976,False
ZTF22acailzh,ORPHAN,,,221.06466378,-20.33647979,35.236616205130666,335.7916907085536,2.5348995,False
ZTF22ablcybb,ORPHAN,SN Ia,0.073,246.58033808571423,80.47814733571427,32.467256820521506,113.83758497772212,2.5333571,False
ZTF25aafppkv,ORPHAN,,,43.27866156428572,16.85467171428571,-37.03462389786055,160.30677037957253,2.5324388,False
ZTF22acailzh,ORPHAN,,,221.06466378,-20.33647979,35.236616205130666,335.7916907085536,2.5274887,False
ZTF23aahtiay,ORPHAN,,,357.5142882095237,32.54949527301587,-28.5625403643492,108.2189429638055,2.5274367,False
ZTF23aajinmo,SN,,,159.38404444999998,44.97378256999999,57.935267973359736,170.240624831028,2.5270402,False
ZTF23aajenxf,ORPHAN,SN Ia,0.09,202.90056604736844,4.922593163157896,65.81838302562565,328.02362005062975,2.526643,False
ZTF20aaifyqh,SN,,,259.4501812444444,27.030361455555557,31.47946637335688,49.493470097973166,2.5237648,False
ZTF20abajtpk,SN,,,166.55267446666667,57.02556191666668,54.76114301059396,147.6431145099262,2.523543,False
ZTF20abypgvs,BS,,,275.8396180846154,20.57033570769231,15.191537624918771,48.593989520835336,2.523212,False
ZTF23aadhssd,SN,CV,0.0,165.0230078333333,-23.80943943333333,32.407957360886805,272.5328441323037,2.5229113,False
ZTF20aaiomlf,SN,,,172.3298427,37.56887107,69.82480975076383,176.6340756628788,2.5220218,False
ZTF19aapfqfr,VS,,,219.945716185,-12.78816367,42.205422114383744,339.7623785461847,2.5204878,False
ZTF25abilyro,ORPHAN,SN Ia,0.07,268.4683614388889,68.01191352222222,30.37355837881068,98.07453241015112,2.5200448,False
ZTF22aabhnru,ORPHAN,,,41.57286105217391,-5.000941582608696,-54.81815661277032,179.09768106303727,2.5190988,False
ZTF19aadnhaw,VS,,,152.93247558181818,57.303901054545456,48.79924677313396,154.68997173815805,2.5186784,False
ZTF18abcpwci,VS,,,270.14797955625,8.170869655208334,14.990197447578696,34.543886239552435,2.5182354,False
ZTF20abgdtmv,SN,SN Ia,0.08,341.1812974115385,12.798304680769231,-39.61039362610159,81.27085997294411,2.5181491,False
ZTF20aapcfmq,AGN,,,295.3466478705882,69.00879624705883,20.90306587873821,100.94524069590138,2.5176663,False
ZTF20aazcnrv,SN,SN II,0.022836,217.8317971230769,-25.65862227692308,31.99079174455368,329.5916017310018,2.5164132,False
ZTF24abamkay,SN,,,104.15425945405408,26.27760551756757,12.703491562415165,189.7013214445023,2.5154924,False
ZTF24abqwrpk,ORPHAN,,,146.48918642058825,77.42978544411766,35.35924926027592,134.06905516768964,2.5150342,False
ZTF26aatahtv,ORPHAN,,,228.80902552727272,-6.110763118181819,41.90074506590455,354.5854345265783,2.5138946,False
ZTF23abpcmon,SN,CV,0.0,330.50141191,39.82654167,-12.299913588834125,90.95371453186806,2.5128949,False
ZTF24abvkybi,ORPHAN,,,9.881142895238096,70.72597182380953,7.877173513524579,121.93984349902816,2.5125442,False
ZTF18aalqhss,AGN,,,184.6285773666667,44.75863031666668,71.17711490006107,141.2972466687544,2.5123522,False
ZTF20abylzfr,ORPHAN,,,302.78388994,84.08867559000001,24.98136524252273,116.8000097106858,2.5117362,False
ZTF19abamotk,VS,,,0.416232416025641,64.6005979102564,2.2429340123023973,117.62490242017992,2.5075831,False
ZTF18abuegjm,AGN,,,329.74842883,-17.87922189,-49.31746379261709,36.76428523022351,2.5067203,False
ZTF21abidqoe,SN,,,285.9075957935484,54.99239167419355,20.263359998809463,85.2941431096495,2.5027711,False
ZTF26aaxhwhr,ORPHAN,,,251.24251033157893,-12.020570363157894,21.18440455202255,6.218231939252396,2.5020754,False
ZTF19abcejlb,NT,SN II,0.021,12.603715100000002,-12.09518176190476,-74.96501659988638,121.96781183438642,2.4992607,False
ZTF25absptcx,SN,CV,0.0,49.40191920384616,74.99212820384615,14.789693072500718,132.10792800092497,2.4982843,False
ZTF19aavanla,ORPHAN,,,319.20767272499995,40.124596975,-6.285408381269027,84.64554807517447,2.4965248,False
ZTF19acrbzjr,BS,,,113.7725009611111,0.9255769222222222,10.127260533708569,217.12265603496584,2.495851,False
ZTF17aaadhjr,AGN,,,114.53080819166668,17.705290575000003,18.07058549411573,201.8464581621935,2.4954488,False
ZTF20abgbxvb,SN,SN Ib,0.017409,10.852678550537632,50.67446007204301,-12.177013245701511,121.6310399776728,2.493823,False
ZTF20abafjtw,ORPHAN,,,284.9503788200001,41.46598779,16.11755157162338,71.71815580171781,2.4919753,False
ZTF20acfviac,SN,SN Ia,0.0365,84.8222512882353,63.64171484117647,16.632299101747144,149.07393794468555,2.4914422,False
ZTF20aayjyhp,SN,SN Ia,0.071,273.9319023469388,58.21524833265306,27.40967735941924,87.0475670088678,2.4891505,False
ZTF19abxgswj,ORPHAN,,,333.90417723333337,50.55364858333333,-5.025652808693417,99.29131030287874,2.4891267,False
ZTF23aaikakr,SN,CV,0.0,272.14065177999987,18.259053,17.461210719963184,44.9304674300416,2.4847934,False
ZTF19aavxxao,SN,,,257.9256679972973,79.46838412972974,31.12316271680168,111.76832532060736,2.4847045,False
ZTF18aaumvgk,SN,CV,0.0,270.0762961076923,15.257928703846156,18.05792658334699,41.209512920591216,2.4837556,False
ZTF26aaupgtw,SN,SN Ia,0.026,333.6695508444444,5.080780815555555,-40.29309877990654,67.32420025951592,2.4821823,False
ZTF19acxnemy,SN,SN Ia,0.07,134.8656980782609,35.00505699130435,40.3870466719866,188.70298768357227,2.482019,False
ZTF20abvyare,SN,SN Ia,0.047506,25.556037485714285,-20.707458660714288,-76.74795474482208,186.67860232654576,2.4814374,False
ZTF26aaqnqaj,SN,,,243.59870872767857,2.2426154017857143,35.49567435687605,14.78879123261256,2.4801755,False
ZTF23abaxsqc,ORPHAN,,,287.1103502631579,66.56781091052632,23.088089296674347,97.39458052711522,2.4800808,False
ZTF19acbwjjz,SN,,,230.7792104,55.21461213999999,50.80872101924327,89.23249102632371,2.4790661,False
ZTF22aadesjw,SN,,,230.69221873,41.83257713,55.879767598344536,68.37056500252193,2.476779,False
ZTF22aankyer,ORPHAN,,,343.48834660000006,-6.786161545454546,-55.49099298212011,63.65340217751093,2.4761865,False
ZTF20aattrld,SN,SN Ia,0.06845,238.1366743263158,22.47996369473684,48.85326870194919,36.74977163102032,2.4760785,False
ZTF24aabudya,AGN,,,132.3994214142857,-11.530937071428571,19.80286860228324,237.96928890084752,2.4758437,False
ZTF22abtszdv,SN,,,169.71487348666668,25.61723595333333,69.23837723055482,211.845209254702,2.4696927,False
ZTF20aatpqir,SN,,,185.05753306296296,27.68308938888888,83.05265988532338,206.56126247244265,2.4695642,False
ZTF20aawbodq,SN,,,135.85929235625002,47.533094825,41.57729801514123,172.12758604367664,2.4689689,False
ZTF19aarphwc,ORPHAN,SLSN-I,0.3057,270.12479069459465,50.29535978378379,28.43358363192128,77.81131700675694,2.465698,False
ZTF21acjbgok,VS,CV,0.0,341.97471883870963,23.922582993548392,-30.882081178367915,89.7890473307857,2.4654,False
ZTF26aaaails,ORPHAN,SN Ia,0.1,24.74328514230769,41.31338485769231,-20.678357165457005,132.44802968176165,2.4642138,False
ZTF25abylsxg,UNCLEAR,CV,0.0,254.32556376071423,71.83313738214287,34.45807344671104,103.52941628387896,2.4640932,False
ZTF26aahirww,SN,SN Ia,0.097941,177.3539301757576,4.436766615151515,62.91109523278834,267.107566601442,2.4640884,False
ZTF23aboqoln,SN,,,33.42383315,42.57629797222223,-17.76418553952174,138.69198233328189,2.4632535,False
