objectId,classification,tns_type,z,ramean,decmean,glatmean,glonmean,anomaly_score,is_anomaly
ZTF19aawgopm,SN,SN Ia,0.013,192.51174320909087,-14.766702245454546,48.10368783070877,302.4283835763716,7.563283,True
ZTF18acchses,VS,,,346.0023644111111,-20.90673513333333,-64.74700387138255,41.34620076414021,7.115514,True
ZTF24aapzmaf,SN,SN Ia,0.1,326.58017975000007,-7.318536483333333,-41.927069525527024,48.46284734506648,7.023276,True
ZTF24aaesapj,SN,,,223.89304241333332,-15.57264422,37.748188403955766,341.83928139273183,6.703607,True
ZTF24aaesapj,SN,,,223.89304241333332,-15.57264422,37.748188403955766,341.83928139273183,6.65862,True
ZTF26aaedqqo,ORPHAN,,,33.31278836428571,52.77051177857143,-8.131331584923894,135.2632022748131,6.470285,True
ZTF19acrwotu,UNCLEAR,,,115.84646204615385,7.3840662538461554,14.889222283421631,212.17553253150496,6.423298,True
ZTF23aazrtdy,SN,SN Ia,0.084,355.0657689933333,15.46414964,-44.03947098596834,98.74503361203084,6.370798,True
ZTF24aabdxtp,ORPHAN,,,125.22920697060869,67.64489727547826,33.404217710037265,147.8500759536525,6.3203263,True
ZTF25achdubq,SN,,,10.561052740000004,41.29112627000001,-21.54748008619365,121.07537255940927,6.308057,True
ZTF21aclywzw,UNCLEAR,,,110.97534165,3.69490128,8.903362159798831,213.331267272941,6.299326,True
ZTF18aaeipng,NT,SN IIb,0.017,122.60504891,34.00441117,30.28301412329982,187.5598807808898,6.2992835,True
ZTF24abfvunx,SN,CV,0.0,313.70403098235295,10.390704676470587,-21.504986846507517,57.7468075361435,6.296341,True
ZTF24abluyyj,SN,,,273.19043028,9.73578511,12.969713109313394,37.347072383937856,6.2193,True
ZTF22aafracj,SN,SN Ia,0.03,157.6642935666667,-27.2704542,25.9463045493792,268.20058464162935,6.1939025,True
ZTF22abgcigh,SN,Varstar,0.0,276.5991968,25.180259610526317,16.36963923136065,53.282295305198886,6.174651,True
ZTF18aahfohe,AGN,,,184.0298315809524,50.82482919047619,65.37082343399007,136.3861515093664,6.1705737,True
ZTF25aaduxhj,SN,SN Ia-91T-like,0.019,64.62661493636364,33.771109190909094,-11.792683643926404,164.7708718134304,6.150781,True
ZTF26aajpoid,ORPHAN,SN Ia,0.089,236.064809896,4.256832247999999,42.90412627933232,11.689742879637429,6.1497273,True
ZTF20acioekr,SN,,,302.68718261764707,3.978053470588235,-15.635506826605312,45.8958485173053,6.143548,True
ZTF22aalxtmz,ORPHAN,,,184.4208413133333,19.368550719999995,79.03784362202508,256.20947154310977,6.107131,True
ZTF23abhsmro,ORPHAN,,,336.6859448555556,16.78582302777778,-33.78861489444936,80.09400901038242,6.0724545,True
ZTF25acgqqnr,ORPHAN,,,111.24819027272726,5.004877400000001,9.736884797908369,212.27069405319247,6.0627475,True
ZTF20acphvzi,ORPHAN,CV,0.0,108.07866756,38.439538266666666,20.297330390164024,179.2014559354117,6.0398474,True
ZTF18acrwlob,VS,,,84.02772411333333,-6.538077533333333,-19.714353241687466,210.19856641154516,6.0243254,True
ZTF20abytgnq,ORPHAN,,,292.04106732,55.27145628000001,17.0887967784469,86.8907789109534,6.017876,True
ZTF22abjrboo,ORPHAN,,,276.5286105125,30.234145812500003,18.32418778502553,58.16588553703631,5.9904594,True
ZTF21abgmhfb,SN,CV,0.0,235.57455589166668,3.542513083333334,42.908675292911575,10.507813930605517,5.9754577,True
ZTF23abaxsqc,ORPHAN,,,287.1103502631579,66.56781091052632,23.088089296674347,97.39458052711522,5.900425,True
ZTF19abcoosk,SN,CV,,297.18859678,3.16141724,-11.23199384588174,42.424578010812304,5.890003,True
ZTF17aaadhjr,AGN,,,114.53080819166668,17.705290575000003,18.07058549411573,201.8464581621935,5.8693085,True
ZTF21abrlwud,SN,CV,,28.0544774,67.02423775000001,4.850519685650779,128.82533419208025,5.858955,True
ZTF18acfmhrt,SN,,,30.63921699,55.41710952999999,-6.0625278271341365,132.96959352697482,5.852248,True
ZTF24abzarii,SN,,,322.62293871,48.251668980000005,-2.226180320350246,92.11960100356276,5.82643,True
ZTF21abntqyx,SN,CV,0.0,303.8166243090909,-0.0613038181818181,-18.590934315526408,42.78169940586299,5.814847,True
ZTF18admhwsu,VS,,,288.09101583809525,79.12255716666667,25.624890318549834,110.9020172940862,5.8131275,True
ZTF26aaspkec,SN,,,298.01924191578945,5.892965289473684,-10.643411686700258,45.26920880412542,5.793479,True
ZTF19abzfgtf,ORPHAN,,,264.7261249444444,62.68240473333333,32.157473556015155,91.92365905783558,5.791563,True
ZTF24aaruxmt,ORPHAN,,,316.234845725,67.70986888333333,13.662724487533822,103.9076403248086,5.788177,True
ZTF22aavobvq,SN,SN II,0.015101,235.03233802,20.67546272,51.08746923306006,32.75466976992899,5.782119,True
ZTF20abafjtw,ORPHAN,,,284.9503788200001,41.46598779,16.11755157162338,71.71815580171781,5.781638,True
ZTF23aaeoggg,ORPHAN,,,141.7954769227273,77.64539735454545,34.40895201302738,134.5698657184368,5.777692,True
ZTF20acxncha,SN,SN Ia,0.048,4.979513141666667,23.95253315,-38.35587167128544,113.73804030940548,5.7643094,True
ZTF23abvbwys,ORPHAN,SN Ia-91T-like,0.049,55.391061983333344,-2.7805766,-42.62403330415755,189.5132482274237,5.751601,True
ZTF20aaurhdm,SN,CV,,261.0942055421052,42.66893735789474,33.483722766453546,67.97301179309136,5.7481756,True
ZTF23abijmwr,SN,,,251.81121027000003,44.89492203,40.31642761231423,70.18516036242633,5.7470765,True
ZTF19abqstxq,SN,Varstar,,296.52064362772273,55.55030143564356,14.898649354282206,88.26526986685124,5.7370214,True
ZTF20aazcnrv,SN,SN II,0.022836,217.8317971230769,-25.65862227692308,31.99079174455368,329.5916017310018,5.7360344,True
ZTF19adaivcf,ORPHAN,SLSN-I,0.37,153.75467987317072,43.41491973780488,54.592710757514936,175.19062136429093,5.7171693,True
