rank,object_id,score,score_norm,n_obs
1259,ZTF21acgumps,3.920573,88.36,15
1260,ZTF21aadalct,7.630762,88.36,27
1261,ZTF19aavkwcg,5.824401,88.33,22
1262,ZTF24abzbdqw,4.287027,88.33,13
1263,ZTF23abhzekh,3.911023,88.32,15
1264,ZTF20abmcxct,11.798565,88.31,34
1265,ZTF25acgyaed,23.222208,88.29,74
1266,ZTF22aaqrflg,5.771618,88.29,21
1267,ZTF23aalihqz,7.476901,88.29,29
1268,ZTF21acfrbsq,3.903435,88.27,16
1269,ZTF19acryurj,13.059608,88.27,51
1270,ZTF19abjrkqn,4.275876,88.26,12
1271,ZTF24aaikgyc,5.756727,88.25,18
1272,ZTF22abvnonf,3.902809,88.23,16
1273,ZTF24abiktwr,11.659420,88.22,38
1274,ZTF26aaujiyq,7.466490,88.21,29
1275,ZTF25abmhpuo,5.749076,88.21,18
1276,ZTF24aaulipy,4.273152,88.20,10
1277,ZTF20aascvvo,66.497902,88.19,105
1278,ZTF20aatxmcd,3.902534,88.18,16
1279,ZTF23aaecgwh,5.732958,88.17,24
1280,ZTF20aaiqiti,7.420567,88.14,27
1281,ZTF20abmeesd,3.891016,88.14,17
1282,ZTF22aagyatt,4.260390,88.13,10
1283,ZTF19abangub,5.654117,88.13,19
1284,ZTF19acslmnp,11.457996,88.13,41
1285,ZTF19addayrx,12.856122,88.12,50
1286,ZTF18abnozzo,324.453461,88.10,1021
1287,ZTF21abconph,3.872768,88.09,14
1288,ZTF25aaklxxk,5.652934,88.09,21
1289,ZTF20abqlonn,7.419643,88.07,29
1290,ZTF23ablccid,4.226414,88.06,12
1291,ZTF24aanzgjq,22.986013,88.06,66
1292,ZTF20absvtnc,29.667671,88.05,96
1293,ZTF19aczeomw,5.606283,88.05,18
1294,ZTF24aajzmzf,3.859183,88.04,16
1295,ZTF24abeiqfc,11.283575,88.03,37
1296,ZTF22aafnqfz,5.586596,88.01,23
1297,ZTF22aazgaus,7.415028,88.00,29
1298,ZTF25aadcylv,3.814425,88.00,16
1299,ZTF22abjrrea,4.182767,88.00,11
1300,ZTF24abiltvb,12.523788,87.97,49
1301,ZTF22aazdzyj,5.586421,87.97,20
1302,ZTF23aafzzff,3.801705,87.95,16
1303,ZTF25abdkrgt,11.125743,87.94,41
1304,ZTF20aasfdfr,7.414587,87.93,27
1305,ZTF24aahhwwq,4.130539,87.93,13
1306,ZTF20acueziy,5.586404,87.93,21
1307,ZTF21ackcrao,3.774125,87.91,14
1308,ZTF19abdkecj,5.586119,87.88,21
1309,ZTF22abmsyar,4.055602,87.86,13
1310,ZTF23aaqjuux,7.387001,87.86,31
1311,ZTF19acmbpck,3.773592,87.86,14
1312,ZTF18acaktuk,60.283829,87.85,168
1313,ZTF18aaeipng,11.115395,87.85,39
1314,ZTF19abctkvl,5.553311,87.84,18
1315,ZTF19aavvecu,175.973862,87.84,760
1316,ZTF22aaynpda,22.278267,87.82,65
1317,ZTF21abwgpgt,12.483124,87.82,53
1318,ZTF22aaayhlj,3.763305,87.81,14
1319,ZTF23aacydwa,5.484838,87.80,18
1320,ZTF25abynqhe,4.038430,87.80,13
1321,ZTF25aasltmi,7.295230,87.79,31
1322,ZTF18ackppiq,105.850906,87.78,189
1323,ZTF19abpbqor,3.747852,87.77,16
1324,ZTF24abzatfh,5.462578,87.76,21
1325,ZTF20acfwrln,11.039049,87.76,33
1326,ZTF19abpuyve,4.008588,87.73,10
1327,ZTF25aauktrd,3.734102,87.72,14
1328,ZTF22abmzete,5.355039,87.72,20
1329,ZTF25aancuae,7.195584,87.72,32
1330,ZTF26aawbvor,5.345390,87.68,19
1331,ZTF23abgfrgc,3.724488,87.68,16
1332,ZTF18abjgzxt,152.831787,87.67,290
1333,ZTF22abdxlaq,12.475585,87.67,44
1334,ZTF22aaodgop,4.004254,87.67,13
1335,ZTF21abilrxd,11.018368,87.66,43
1336,ZTF24aaiahlv,7.190015,87.65,26
1337,ZTF19aaimjxd,29.488180,87.65,83
1338,ZTF22abijazj,5.334188,87.64,19
1339,ZTF18acxicra,102.786713,87.64,352
1340,ZTF24aauekwz,3.721636,87.63,16
1341,ZTF20acgpjmr,5.315468,87.60,21
1342,ZTF19abiszoe,3.989820,87.60,10
1343,ZTF21abrxmne,22.156101,87.59,62
1344,ZTF23abscpyn,3.683971,87.59,16
1345,ZTF23aaelbbq,7.187204,87.58,30
1346,ZTF18acmznfc,10.943014,87.57,39
1347,ZTF24aanltzn,5.306219,87.56,18
1348,ZTF18aarmnnd,3.681255,87.54,15
1349,ZTF19acbpnii,3.947599,87.53,12
1350,ZTF18aawmxdx,5.236074,87.52,19
1351,ZTF24aagtqam,12.284676,87.52,44
1352,ZTF20aasvmbk,7.183663,87.51,25
1353,ZTF24abqzgfe,59.723293,87.50,126
1354,ZTF25aagdrsk,3.669040,87.49,17
1355,ZTF20abvtvuq,5.212872,87.48,19
1356,ZTF26aauxeux,10.760887,87.48,41
1357,ZTF26aagriqt,3.944577,87.47,11
1358,ZTF20abmkypp,3.668446,87.45,14
1359,ZTF19abpnsck,5.210406,87.44,22
1360,ZTF19abfbvqq,7.169642,87.44,25
1361,ZTF22aafrsmk,3.651731,87.40,15
1362,ZTF20aavnztx,3.941882,87.40,13
1363,ZTF25abmagez,5.205579,87.40,19
1364,ZTF19abxfunp,10.608410,87.38,34
1365,ZTF22aacrugz,12.252336,87.37,46
1366,ZTF18aatezaj,7.159018,87.37,29
1367,ZTF23aboefhv,5.180394,87.36,21
1368,ZTF24aajjmlk,3.649914,87.36,14
1369,ZTF20aczgxij,21.880247,87.35,69
1370,ZTF21abulrsl,3.924493,87.33,12
1371,ZTF18aabopru,151.846573,87.32,547
1372,ZTF20aalmeaj,5.176836,87.32,18
1373,ZTF25acjtaqb,3.627135,87.31,17
1374,ZTF19abymvpq,6.978920,87.30,25
1375,ZTF19acdcxbj,10.495575,87.29,39
1376,ZTF22aajlzbs,5.175510,87.28,20
1377,ZTF19achetvw,3.879926,87.27,11
1378,ZTF20acwpaov,3.626585,87.27,15
1379,ZTF24aavpxsr,26.413494,87.25,87
1380,ZTF22aajidyk,5.142608,87.24,24
1381,ZTF22abmcezf,6.926523,87.23,30
1382,ZTF19abqmsbk,3.621418,87.22,14
1383,ZTF25aaadytl,12.233962,87.22,57
1384,ZTF23aavdhtr,3.839046,87.20,10
1385,ZTF24abculqd,10.284798,87.20,38
1386,ZTF24abltheg,5.138990,87.20,20
1387,ZTF20acbnwyb,3.620773,87.17,15
1388,ZTF21abhbkdv,6.902317,87.16,31
1389,ZTF18aaqpowv,5.105118,87.16,18
1390,ZTF25abteloq,3.820121,87.14,13
1391,ZTF25aazhvkj,3.604352,87.13,17
1392,ZTF26aajnekv,21.676008,87.12,72
1393,ZTF24aaqzmba,5.073071,87.12,22
1394,ZTF24aascytf,10.117875,87.11,36
1395,ZTF25aaaqkbi,6.733461,87.09,29
1396,ZTF26aarcbcv,3.591830,87.08,15
1397,ZTF25aagbkad,5.051366,87.07,20
1398,ZTF23aaieqvr,3.817950,87.07,12
1399,ZTF25abwhfuq,12.155441,87.07,53
1400,ZTF25aahwexr,3.582557,87.04,15
1401,ZTF21acjglei,5.050796,87.03,19
1402,ZTF23abdshyr,6.721458,87.01,30
1403,ZTF25acilyrg,10.107447,87.01,40
1404,ZTF22abyhvtk,3.811782,87.00,13
1405,ZTF19abtebuj,5.032492,86.99,21
1406,ZTF25aavhgxs,3.573887,86.99,16
1407,ZTF19acrwvao,5.026731,86.95,20
1408,ZTF24aaihwaq,3.572024,86.94,15
1409,ZTF21acdoydr,6.693645,86.94,27
1410,ZTF26aauyjht,3.759711,86.94,11
1411,ZTF20aavlzex,9.978209,86.92,43
1412,ZTF20abywpkl,11.590955,86.92,45
1413,ZTF18abwusgl,46.827877,86.92,143
1414,ZTF24aajvvhj,4.999966,86.91,24
1415,ZTF19abfqhis,3.563816,86.90,16
1416,ZTF23abanqhu,21.585735,86.89,62
1417,ZTF21acfgfuy,6.669479,86.87,30
1418,ZTF19acqcxxw,4.999713,86.87,18
1419,ZTF21aackavs,3.686309,86.87,12
1420,ZTF21acpeqxz,3.552281,86.85,16
1421,ZTF18aatgdph,26.081705,86.85,93
1422,ZTF19abvhqow,4.986577,86.83,20
1423,ZTF24aaxzjdt,9.955215,86.83,39
1424,ZTF21acjxsrf,3.549073,86.81,15
1425,ZTF22aaokiud,52.930702,86.81,106
1426,ZTF20aalbjpf,3.676511,86.80,12
1427,ZTF25abzivcs,6.667845,86.80,32
1428,ZTF24abqpshs,4.976292,86.79,21
1429,ZTF26aaujcck,11.389307,86.77,47
1430,ZTF25abrulex,3.542105,86.76,16
1431,ZTF23aaldwgw,4.964451,86.75,20
1432,ZTF23aaekily,3.676334,86.74,13
1433,ZTF23aaixebv,9.827115,86.73,38
1434,ZTF24abbtmqs,6.619903,86.73,27
1435,ZTF24aawrszo,3.531099,86.72,16
1436,ZTF20aaruwbp,4.935988,86.71,20
1437,ZTF23aaeaptm,3.654387,86.67,13
1438,ZTF19abddqhy,3.515019,86.67,14
1439,ZTF21aaabdgr,4.921396,86.67,18
1440,ZTF18abukcjm,88.884186,86.67,238
1441,ZTF20aayclod,6.487406,86.66,26
1442,ZTF23aajjzbm,21.572514,86.65,71
1443,ZTF20aaqshoz,9.747602,86.64,37
1444,ZTF22aajhsbn,4.898143,86.63,19
1445,ZTF19acardcs,3.497495,86.62,16
1446,ZTF25abztvud,11.386865,86.62,46
1447,ZTF25aanfdbz,3.610511,86.60,13
1448,ZTF25aalpqkg,6.481145,86.59,29
1449,ZTF24abnsght,4.892243,86.59,21
1450,ZTF20acyrodl,3.497384,86.58,16
1451,ZTF21aaufvpg,9.593167,86.55,40
1452,ZTF21acclnml,4.878923,86.55,22
1453,ZTF25abeaxlp,3.606212,86.54,13
1454,ZTF19abpfxfs,3.485057,86.53,16
1455,ZTF22aatuatn,6.424964,86.52,26
1456,ZTF22aammxgq,98.106316,86.52,403
1457,ZTF25abdezjm,4.869182,86.51,20
1458,ZTF21aamgrtx,3.473060,86.49,14
1459,ZTF18acsvqlp,157.480515,86.49,629
1460,ZTF20abeezca,3.603952,86.47,11
1461,ZTF22aankwmp,4.814872,86.47,19
1462,ZTF20abkacis,11.352237,86.47,57
1463,ZTF22abudnqs,9.497297,86.46,37
1464,ZTF26aaaehuj,25.618717,86.45,95
1465,ZTF24aahsyhe,6.383802,86.45,25
1466,ZTF19abgbkwv,3.472064,86.44,16
1467,ZTF23aaczrwr,4.811714,86.43,23
1468,ZTF23aasopeh,21.355942,86.42,68
1469,ZTF26aapuqvh,3.527483,86.41,11
1470,ZTF20actrovz,3.443170,86.39,17
1471,ZTF23aasocjj,4.760987,86.39,20
1472,ZTF22aamdxkj,6.337712,86.38,30
1473,ZTF25acayrnp,9.365244,86.36,37
1474,ZTF18abrbaow,3.423817,86.35,17
1475,ZTF24aawaumk,4.742709,86.35,19
1476,ZTF18aartjod,3.502378,86.34,10
1477,ZTF22aaemhwl,11.164587,86.32,44
1478,ZTF18aajivpr,6.314975,86.31,26
1479,ZTF23abgltid,4.724654,86.30,22
1480,ZTF22abfmlpm,3.407694,86.30,14
1481,ZTF18acxbexw,148.263809,86.30,258
1482,ZTF24aavsmbp,3.501442,86.27,11
1483,ZTF20aawijco,9.305235,86.27,33
1484,ZTF22abbbvhz,4.720947,86.26,23
1485,ZTF25aavahfn,3.404532,86.26,16
1486,ZTF21aaswtok,6.287368,86.24,32
1487,ZTF19acavtco,4.716731,86.22,19
1488,ZTF25aarutux,3.399357,86.21,14
1489,ZTF20aavvjie,3.498531,86.21,10
1490,ZTF18abobkii,4.696204,86.18,20
1491,ZTF19adbrpuv,21.076088,86.18,62
1492,ZTF19acxlcdz,9.220866,86.18,39
1493,ZTF25aadjukb,6.223387,86.17,27
1494,ZTF21acisemu,3.388626,86.17,14
1495,ZTF19aarlefl,10.874817,86.17,44
1496,ZTF23aajaxov,4.683246,86.14,19
1497,ZTF24aapenbt,3.489625,86.14,10
1498,ZTF20abzhizm,3.368709,86.12,14
1499,ZTF18abutand,52.607544,86.11,135
1500,ZTF21acirwxt,4.681635,86.10,20
1501,ZTF21abcmzvk,6.187319,86.10,26
1502,ZTF19aamnvaq,9.198942,86.09,41
1503,ZTF24aaiukjs,3.484362,86.07,10
1504,ZTF20aatzcxk,3.359941,86.07,14
1505,ZTF19abzkiuv,4.646219,86.06,19
1506,ZTF20abyyfmw,25.558573,86.06,81
1507,ZTF19abcneik,3.357919,86.03,17
1508,ZTF25aaxincd,6.149860,86.03,31
1509,ZTF20acgqvwa,4.608208,86.02,22
1510,ZTF20aaqvzko,10.723896,86.02,46
1511,ZTF20aalbjqh,3.390854,86.01,12
1512,ZTF22aaafkvn,9.024358,85.99,38
1513,ZTF21aapdumx,3.351994,85.98,17
1514,ZTF18abnbxsy,45.713734,85.98,168
1515,ZTF23abqpfpp,4.599599,85.98,20
1516,ZTF24aaejrzs,6.134750,85.96,25
1517,ZTF25acctbaz,20.738619,85.95,58
1518,ZTF22aakcoin,3.379021,85.94,13
1519,ZTF21aaaodzf,4.593171,85.94,23
1520,ZTF20aakxzut,3.345166,85.94,16
1521,ZTF18acwzauk,149.711685,85.92,574
1522,ZTF24aaekofc,8.869407,85.90,38
1523,ZTF23aadtwfs,4.592368,85.90,20
1524,ZTF25abmtisq,3.341828,85.89,14
1525,ZTF24abptzoh,6.077384,85.89,25
1526,ZTF19abdznxo,3.378072,85.88,12
1527,ZTF26aajowek,10.485336,85.86,49
1528,ZTF18aaqnxjb,4.580461,85.86,21
1529,ZTF20acxklpf,3.328667,85.85,14
1530,ZTF22abmdqzf,4.576979,85.82,19
1531,ZTF18abdnihj,6.074372,85.82,26
1532,ZTF20acvbrbv,3.328036,85.81,11
1533,ZTF20abeglzu,8.836503,85.81,41
1534,ZTF18abrcvbu,3.284588,85.80,15
1535,ZTF26aawtwql,4.564975,85.78,20
1536,ZTF25aaqgddb,3.268879,85.75,16
1537,ZTF23abbpswf,6.037521,85.74,28
1538,ZTF25aaiysoc,3.295193,85.74,12
1539,ZTF20abgwfek,4.511878,85.74,20
1540,ZTF25abimkyu,8.658111,85.71,36
1541,ZTF23abodvhn,10.255631,85.71,49
1542,ZTF19aakzwao,20.471544,85.71,64
1543,ZTF18abusgof,220.041687,85.71,970
1544,ZTF18aaywchl,241.294296,85.71,1533
1545,ZTF24aaskxde,3.267922,85.71,17
1546,ZTF23aadrwem,4.486593,85.70,22
1547,ZTF19aceqjqw,3.275436,85.68,10
1548,ZTF22aakpvbx,5.974520,85.67,27
1549,ZTF22abqpflu,3.250167,85.66,15
1550,ZTF19aamreoh,24.665318,85.66,92
1551,ZTF22aaspplh,4.481843,85.66,21
1552,ZTF18aawxpnp,8.633661,85.62,35
1553,ZTF21aazhegf,3.226917,85.62,14
1554,ZTF19abxgmzr,4.479968,85.62,24
1555,ZTF20aaetlar,3.236156,85.61,13
1556,ZTF22aaqtmfj,5.957605,85.60,29
1557,ZTF22aahgvlx,4.476286,85.58,18
1558,ZTF22aajhlat,3.225931,85.57,16
1559,ZTF19aapreis,10.203652,85.56,54
1560,ZTF22abejrab,81.893219,85.56,225
1561,ZTF24aaruxmt,3.222071,85.54,13
1562,ZTF24aahnviv,4.467868,85.53,24
1563,ZTF26aaeckjx,5.956450,85.53,30
1564,ZTF20acphdbu,8.631942,85.53,43
1565,ZTF23abauuzc,3.209892,85.52,14
1566,ZTF24abqpbas,4.457299,85.49,21
1567,ZTF21abpmlxu,20.136272,85.48,58
1568,ZTF25abmycdf,3.165155,85.48,15
1569,ZTF19acbpauu,3.208021,85.48,11
1570,ZTF22abngjlt,5.933717,85.46,30
1571,ZTF19acfthre,4.452258,85.45,18
1572,ZTF20abmihnc,8.598601,85.44,38
1573,ZTF21aawarkz,3.161071,85.43,16
1574,ZTF18acaqbgu,50.875954,85.42,117
1575,ZTF25abliibh,10.033034,85.41,47
1576,ZTF20aclkhnm,4.442151,85.41,21
1577,ZTF20abjmpqs,3.173655,85.41,10
1578,ZTF18abjwsby,77.529808,85.39,371
1579,ZTF19abqgytb,5.927047,85.39,27
1580,ZTF26aadwmon,3.126309,85.39,15
1581,ZTF21aagvmqr,4.438912,85.37,18
1582,ZTF21aagjqjt,3.172084,85.34,10
1583,ZTF19abdgllt,8.500495,85.34,38
1584,ZTF20acumxec,3.119901,85.34,16
1585,ZTF24abrtngt,4.416706,85.33,19
1586,ZTF19acihfxz,5.901015,85.32,28
1587,ZTF24ablnohc,3.096489,85.30,14
1588,ZTF22absxaxv,4.405921,85.29,21
1589,ZTF20abldrje,3.167455,85.28,12
1590,ZTF21abzadod,9.859709,85.26,44
1591,ZTF17aaaduqw,24.356310,85.26,100
1592,ZTF23aadcbdn,4.394866,85.25,19
1593,ZTF25acczido,5.900698,85.25,27
1594,ZTF24ablzmbm,8.318653,85.25,36
1595,ZTF19aagmqew,3.094702,85.25,16
1596,ZTF20aattqle,19.825951,85.25,65
1597,ZTF20abpliud,3.145990,85.21,12
1598,ZTF22abyytvh,4.387111,85.21,19
1599,ZTF19acbmddl,3.092483,85.20,16
1600,ZTF26aadtqjb,5.859466,85.18,27
1601,ZTF21acgnagk,4.381489,85.17,19
1602,ZTF20aatpoef,3.070198,85.16,17
1603,ZTF22abahblc,8.310096,85.16,37
1604,ZTF22aauhprt,3.141800,85.15,12
1605,ZTF17aaaeoee,147.998093,85.14,762
1606,ZTF22aawetbp,4.378942,85.13,23
1607,ZTF25aabxywm,9.653920,85.11,48
1608,ZTF20accoccp,3.065278,85.11,17
1609,ZTF21aaufwyh,5.844510,85.11,29
1610,ZTF22aavcyar,4.360196,85.09,23
1611,ZTF23aawmzmi,3.141493,85.08,10
1612,ZTF18aacdblq,3.062866,85.07,15
1613,ZTF21abpaodi,8.305153,85.06,34
1614,ZTF23abscohj,4.353587,85.05,23
1615,ZTF18acuxkwz,40.443932,85.05,146
1616,ZTF20acxncha,5.790215,85.04,30
1617,ZTF19abowblg,3.036468,85.02,17
1618,ZTF19aavlfvn,3.139265,85.01,10
1619,ZTF24aarizzi,19.222988,85.01,69
1620,ZTF25aafecyz,4.342006,85.01,22
1621,ZTF23aascppn,3.031234,84.97,15
1622,ZTF21abdpgua,8.229782,84.97,40
1623,ZTF20aambbfn,5.750710,84.97,31
1624,ZTF22aayobas,4.320311,84.97,20
1625,ZTF19abtsrwf,9.499868,84.96,51
1626,ZTF20aaurjkn,3.117370,84.95,13
1627,ZTF18aabgcvz,142.706284,84.93,258
1628,ZTF20aabrydh,2.997246,84.93,14
1629,ZTF22ablbgrl,4.307065,84.93,19
1630,ZTF24aawbgfo,5.732566,84.90,30
1631,ZTF21abieuta,4.305912,84.89,21
1632,ZTF20abbhrrt,2.972952,84.88,15
1633,ZTF19aceifef,3.093886,84.88,13
1634,ZTF20aasylce,8.210722,84.88,38
1635,ZTF19aaziqbb,23.902630,84.86,78
1636,ZTF24abcrmsw,4.280950,84.85,22
1637,ZTF20aaidnyk,2.924274,84.84,17
1638,ZTF23aasovdv,5.689433,84.83,31
1639,ZTF20aawjbsf,3.082622,84.81,10
1640,ZTF24abfmniy,9.410498,84.81,52
1641,ZTF21abqinbv,4.276176,84.81,19
1642,ZTF23aamzljd,2.921682,84.79,14
1643,ZTF24abzzplu,8.172204,84.79,43
1644,ZTF26aahjzht,19.145548,84.78,58
1645,ZTF21aacbnkd,4.262880,84.76,20
1646,ZTF18abadjhx,5.671616,84.76,28
1647,ZTF25aagjcul,3.082616,84.75,13
1648,ZTF19acjtkha,2.920965,84.75,15
1649,ZTF23aavshwi,4.256655,84.72,20
1650,ZTF20ablpjxc,45.592331,84.72,110
1651,ZTF20abgbfyk,2.908621,84.70,17
1652,ZTF18aaaooqj,8.159158,84.69,41
1653,ZTF25abioepd,5.658213,84.69,30
1654,ZTF21acgpjbx,4.247297,84.68,24
1655,ZTF25abweqoj,3.080297,84.68,11
1656,ZTF22aakdqqg,9.344625,84.66,57
1657,ZTF22aarwtjh,2.902046,84.65,14
1658,ZTF25acbaljt,4.246399,84.64,18
1659,ZTF24aailzom,3.075560,84.62,13
1660,ZTF22aaohzok,5.653540,84.62,25
1661,ZTF18abblrwf,219.237732,84.62,1086
1662,ZTF22abcknjm,2.893288,84.61,17
1663,ZTF20aboytzr,4.235395,84.60,18
1664,ZTF20aaqtebg,8.131710,84.60,39
1665,ZTF20abygoad,2.873776,84.56,15
1666,ZTF21abtxglm,4.234294,84.56,22
1667,ZTF19adaitsb,3.025115,84.55,11
1668,ZTF19acxxwrs,5.614050,84.54,28
1669,ZTF21abqsysj,18.537161,84.54,59
1670,ZTF22abmcfbh,4.202114,84.52,18
1671,ZTF21aadudgy,2.873412,84.52,17
1672,ZTF22aaydcsb,9.331912,84.51,52
1673,ZTF25aazxxqi,8.101304,84.51,33
1674,ZTF17aaarwxq,138.854340,84.51,549
1675,ZTF24abddluv,3.004017,84.48,11
1676,ZTF19abirbpd,4.134871,84.48,24
1677,ZTF19aatudnj,5.594490,84.47,31
1678,ZTF19abvhaqq,2.863142,84.47,15
1679,ZTF22aaotgrc,22.472279,84.46,87
1680,ZTF24aarygdq,62.369671,84.44,210
1681,ZTF21aazvrjy,4.123884,84.44,21
1682,ZTF20acplkub,2.845906,84.43,16
1683,ZTF22abbdxho,2.995023,84.42,10
1684,ZTF20acwflza,8.068298,84.42,41
1685,ZTF20abglyot,5.569125,84.40,30
1686,ZTF24abnnyqm,4.120426,84.40,18
1687,ZTF20achvmjr,2.838182,84.38,17
1688,ZTF20acifwef,9.229909,84.36,52
1689,ZTF19aabypir,4.092471,84.36,18
1690,ZTF21abkkmps,2.990524,84.35,13
1691,ZTF21abeguum,2.831631,84.33,17
1692,ZTF23aafvgyf,5.549109,84.33,28
1693,ZTF19acenkuz,8.030354,84.32,41
1694,ZTF23aadvulr,4.076860,84.32,19
1695,ZTF26aapgvkd,18.427795,84.31,64
1696,ZTF26aablsmm,2.824032,84.29,16
1697,ZTF18aawpqgd,2.989356,84.28,13
1698,ZTF25abxhcck,4.058517,84.28,20
1699,ZTF23aaecnfg,73.386589,84.27,411
1700,ZTF26aaxeumw,5.500907,84.26,27
1701,ZTF23aagunkc,2.808814,84.24,17
1702,ZTF20aaeopvv,4.056364,84.24,22
1703,ZTF20aclkuqh,7.913749,84.23,34
1704,ZTF18aakipwm,2.977676,84.22,10
1705,ZTF22abkisoc,8.963633,84.21,49
1706,ZTF24abchygn,4.047820,84.20,19
1707,ZTF25aancucy,2.804133,84.20,14
1708,ZTF23aaqanze,5.442561,84.19,31
1709,ZTF25aardghz,4.039066,84.16,21
1710,ZTF19abpbmli,2.973396,84.15,11
1711,ZTF23aahkmbj,2.787572,84.15,16
1712,ZTF21achgfbk,7.905198,84.14,39
1713,ZTF22aaqrszt,5.366663,84.12,28
1714,ZTF20aazjwgh,4.000678,84.12,18
1715,ZTF21aagqcnl,39.935112,84.11,178
1716,ZTF20acezhcf,2.773204,84.10,14
1717,ZTF22abulmre,2.957460,84.08,12
1718,ZTF22aahftli,3.990309,84.08,20
1719,ZTF23aagfpxq,18.248520,84.07,62
1720,ZTF19abcaeso,20.062960,84.06,81
1721,ZTF26aaotmuq,8.877363,84.06,47
1722,ZTF21abgfuut,2.758504,84.06,15
1723,ZTF25aaqsuda,5.347381,84.05,30
1724,ZTF24aawsbpd,7.902598,84.04,36
1725,ZTF25aahgpmt,3.965325,84.04,18
1726,ZTF18abdgnew,43.164940,84.03,115
1727,ZTF19abzprpk,2.953379,84.02,11
1728,ZTF24aalqrpz,2.743988,84.01,15
1729,ZTF25aaekcfy,3.962782,84.00,24
1730,ZTF23aahxdhe,5.318028,83.98,26
1731,ZTF19abpnrrf,2.739273,83.97,17
1732,ZTF25aattqgf,3.959939,83.95,20
1733,ZTF22aaoysqc,2.937406,83.95,13
1734,ZTF25ablgkgi,7.853858,83.95,40
1735,ZTF25aalqrrk,2.726849,83.92,15
1736,ZTF25abvcnay,3.952939,83.91,23
1737,ZTF20abvykmy,8.830915,83.91,50
1738,ZTF24aaocmqx,5.284952,83.91,27
1739,ZTF21abizmnw,2.920491,83.89,13
1740,ZTF24aardkhs,2.725807,83.88,17
1741,ZTF25abzmbdb,3.943869,83.87,18
1742,ZTF21aakijia,7.822357,83.86,34
1743,ZTF22aaxgujq,16.815817,83.84,65
1744,ZTF20abcxnkh,5.277552,83.84,30
1745,ZTF23aajazzg,3.933758,83.83,19
1746,ZTF19acpgaet,2.720698,83.83,17
1747,ZTF25abxgdzv,2.917024,83.82,10
1748,ZTF21aaplooj,3.916183,83.79,19
1749,ZTF22aatbjir,2.715228,83.78,16
1750,ZTF19aamkwxk,109.056587,83.78,611
1751,ZTF19abzlrbs,5.233860,83.77,29
1752,ZTF19abvdgqo,7.786561,83.77,37
1753,ZTF23aaqknaw,8.636458,83.76,57
1754,ZTF19abhcefa,2.913014,83.75,10
1755,ZTF20acqoiyt,3.913690,83.75,24
1756,ZTF24aamthmv,2.698143,83.74,15
1757,ZTF25aavktip,3.905959,83.71,22
1758,ZTF20acvagdq,5.217735,83.70,27
1759,ZTF23absbqti,2.695226,83.69,14
1760,ZTF18aaviokz,2.906427,83.69,12
1761,ZTF23aafumlg,7.759776,83.67,41
1762,ZTF24abokdhw,3.899497,83.67,18
1763,ZTF20actawpa,19.883007,83.67,99
1764,ZTF20aamkyyx,2.692645,83.65,14
1765,ZTF22abwlapx,3.895110,83.63,19
1766,ZTF24abxvcyp,5.183995,83.63,28
1767,ZTF21acjosnd,2.905258,83.62,13
1768,ZTF23abjfrbi,8.628588,83.61,50
1769,ZTF19abfvovo,16.782621,83.61,61
1770,ZTF22aafqamd,2.687332,83.60,17
1771,ZTF21abcmepi,3.866728,83.59,19
1772,ZTF20abopngr,7.747780,83.58,35
1773,ZTF17aaabneq,133.084290,83.56,332
1774,ZTF24aacivdo,5.161372,83.56,25
1775,ZTF18adlfwey,2.686580,83.55,14
1776,ZTF21aatnpwb,2.875439,83.55,11
1777,ZTF24aahepdc,3.862396,83.55,19
1778,ZTF25aagbsgv,2.670387,83.51,16
1779,ZTF20acvmzfv,3.845137,83.51,19
1780,ZTF22aaausmx,2.868494,83.49,13
1781,ZTF24aagfewl,7.627337,83.49,41
1782,ZTF25acgchna,5.089777,83.49,30
1783,ZTF25achhduc,3.838901,83.47,24
1784,ZTF24abbsboo,2.665397,83.46,14
1785,ZTF20aahqbsr,8.559664,83.46,56
1786,ZTF23abihgin,3.833981,83.43,18
1787,ZTF21aciwixf,2.853201,83.42,11
1788,ZTF18acgwxcf,2.650693,83.42,14
1789,ZTF21achaudk,5.079183,83.42,27
1790,ZTF24aaosqgf,7.287858,83.40,33
1791,ZTF20abvygiw,3.830669,83.39,19
1792,ZTF19aalvaxt,16.781685,83.37,64
1793,ZTF22abokswi,2.628614,83.37,14
1794,ZTF20acpocys,2.853187,83.36,12
1795,ZTF20acuzfpk,3.812564,83.35,23
1796,ZTF25aardatq,5.074742,83.35,25
1797,ZTF19aakkhrh,39.191029,83.33,121
1798,ZTF19abtvakz,58.130196,83.33,224
1799,ZTF17aaawcsc,144.560364,83.33,886
1800,ZTF20abdxffu,2.622116,83.33,15
1801,ZTF20abywzvj,8.450366,83.31,57
1802,ZTF22abgnofu,3.804217,83.31,20
1803,ZTF20abkxllk,7.196008,83.30,39
1804,ZTF20achopst,2.843236,83.29,12
1805,ZTF19abrirmk,2.613693,83.28,16
1806,ZTF24abogvkr,5.068649,83.27,25
1807,ZTF21abxlmuw,19.054003,83.27,96
1808,ZTF23aapqkvw,3.800336,83.27,18
1809,ZTF21abgxmlp,2.607413,83.23,16
1810,ZTF24aamilir,3.798587,83.23,18
1811,ZTF21acjnmyu,2.822388,83.22,13
1812,ZTF25acfttbz,7.180309,83.21,33
