rank,object_id,score,score_norm,n_obs
5339,ZTF23abbbybs,0.950812,50.32,19
5340,ZTF21aagkwjc,1.268883,50.32,28
5341,ZTF23aalzjgk,0.729347,50.30,17
5342,ZTF20acgnirp,0.950289,50.28,18
5343,ZTF20aatuqtk,1.603879,50.28,36
5344,ZTF21aavoupx,0.672388,50.27,11
5345,ZTF22aauscai,0.724548,50.25,17
5346,ZTF24aaxeayz,1.267386,50.25,26
5347,ZTF23aaqtckr,0.950040,50.24,19
5348,ZTF20abakjsb,1.994522,50.23,51
5349,ZTF20aagzfsz,0.723889,50.21,15
5350,ZTF20aauualk,0.949203,50.20,22
5351,ZTF20abeksoa,4.128336,50.20,78
5352,ZTF20acvexen,0.667822,50.20,13
5353,ZTF20aavqcnp,1.602901,50.19,41
5354,ZTF21aaxvcmj,1.262673,50.18,27
5355,ZTF24aaowdbj,0.948507,50.16,24
5356,ZTF23aagmbrd,0.723405,50.16,17
5357,ZTF21aarmrwb,0.659502,50.13,11
5358,ZTF20acwqqax,0.947455,50.12,24
5359,ZTF23aahrxit,3.017107,50.12,58
5360,ZTF26aabdbey,0.723288,50.11,17
5361,ZTF22abdqexe,1.257820,50.11,27
5362,ZTF26aaqoszd,1.600951,50.09,35
5363,ZTF20aauuwmg,0.946938,50.08,22
5364,ZTF23aamxekn,1.978432,50.08,46
5365,ZTF22abfqxme,0.721381,50.07,15
5366,ZTF18aawomdg,0.656578,50.07,11
5367,ZTF20achwpvs,0.943875,50.04,23
5368,ZTF20aaxxepr,1.256795,50.04,28
5369,ZTF25aanowge,0.720116,50.02,15
5370,ZTF19aavxgur,0.655681,50.00,11
5371,ZTF25abofroq,0.943515,50.00,21
5372,ZTF25aceeppc,1.598396,50.00,33
5373,ZTF19acrdqej,4.174004,50.00,138
5374,ZTF19aamrzte,8.745319,50.00,217
5375,ZTF18acmajpp,23.214378,50.00,612
5376,ZTF19aaqatwc,27.468838,50.00,840
5377,ZTF18abtvipi,35.193611,50.00,1165
5378,ZTF18abccnne,52.685272,50.00,1818
5379,ZTF21ackdwjm,0.719889,49.98,16
5380,ZTF20aazkxbk,1.255104,49.96,29
5381,ZTF25aayxawk,0.942412,49.96,20
5382,ZTF24aaedmmr,0.652256,49.93,10
5383,ZTF21ackwgzm,0.717083,49.93,14
5384,ZTF20aawoojh,1.955276,49.92,50
5385,ZTF24absvzdo,0.942024,49.92,22
5386,ZTF22aangxck,1.595916,49.91,35
5387,ZTF19aaumrok,1.254149,49.89,25
5388,ZTF19aavovkq,0.716974,49.89,14
5389,ZTF21abotuqo,3.000725,49.88,61
5390,ZTF20acujiae,0.941646,49.88,20
5391,ZTF24aapzmaf,0.649378,49.87,12
5392,ZTF24ablnmez,0.716041,49.84,16
5393,ZTF26aajqbmw,0.941167,49.84,22
5394,ZTF26aaabexn,1.253183,49.82,31
5395,ZTF21aaxswlc,1.588874,49.81,37
5396,ZTF20achlkll,0.649325,49.80,13
5397,ZTF18acjmicj,4.101221,49.80,78
5398,ZTF25abynqkd,0.940392,49.80,24
5399,ZTF23aazjwck,0.715848,49.79,16
5400,ZTF21abfyadt,1.954470,49.77,51
5401,ZTF21aaocgku,0.940376,49.76,18
5402,ZTF23aazbixp,1.252568,49.75,27
5403,ZTF20acfpqlp,0.714503,49.75,17
5404,ZTF24abdiykr,0.649275,49.73,13
5405,ZTF26aavguzr,1.587286,49.72,36
5406,ZTF22aanyhvq,0.940335,49.72,21
5407,ZTF22abdtddo,0.714087,49.70,15
5408,ZTF25aawafjc,1.248533,49.68,25
5409,ZTF24aannaos,0.937862,49.68,24
5410,ZTF20aanvsru,0.648451,49.67,13
5411,ZTF18acenppx,0.713896,49.66,14
5412,ZTF20acpkjsn,2.924538,49.65,65
5413,ZTF20aauriwm,0.937824,49.64,24
5414,ZTF21aaqupdt,1.580395,49.63,37
5415,ZTF23aanqwir,1.921081,49.62,45
5416,ZTF22aamxszf,1.248157,49.61,30
5417,ZTF21aciphbn,0.712816,49.61,17
5418,ZTF25aaqgttb,0.644739,49.60,12
5419,ZTF25abupncg,0.937370,49.59,18
5420,ZTF20acoanlv,0.711944,49.56,16
5421,ZTF25abjetyb,0.936608,49.55,22
5422,ZTF23aaeardk,1.242390,49.54,25
5423,ZTF24aahfiwn,1.574942,49.54,35
5424,ZTF23abogidd,0.644334,49.54,12
5425,ZTF19abyeixl,5.340125,49.53,145
5426,ZTF23aatyvmu,0.709931,49.52,17
5427,ZTF20abguygh,0.936401,49.51,19
5428,ZTF21aagxuyk,1.919342,49.47,51
5429,ZTF20abyqwfc,0.936084,49.47,22
5430,ZTF23abmhggb,0.708715,49.47,17
5431,ZTF25abkhjln,1.241127,49.47,31
5432,ZTF19abnhegb,0.643467,49.47,10
5433,ZTF25aboruxa,1.569800,49.44,40
5434,ZTF20aadvsbp,7.286090,49.44,358
5435,ZTF19aanfyey,0.934925,49.43,22
5436,ZTF26aallvrf,0.707579,49.43,15
5437,ZTF23aamzucf,2.913072,49.41,72
5438,ZTF23abkjoij,0.641098,49.40,13
5439,ZTF19aarphwc,4.071993,49.40,82
5440,ZTF18abxjxzt,1.240852,49.40,30
5441,ZTF23aananik,0.934816,49.39,22
5442,ZTF26aardzfu,0.706490,49.38,17
5443,ZTF21aaxxjen,0.933961,49.35,22
5444,ZTF26aauxmcr,1.560637,49.35,33
5445,ZTF19acbmxxh,0.641094,49.34,12
5446,ZTF22aaypvnw,0.706230,49.34,14
5447,ZTF23abiahyg,1.236489,49.33,29
5448,ZTF20abjyorg,1.919278,49.32,44
5449,ZTF18acrvrma,8.458047,49.32,330
5450,ZTF22aboaoxy,0.933530,49.31,22
5451,ZTF19ackjrru,3.997073,49.31,122
5452,ZTF21aalxxzn,20.921289,49.30,461
5453,ZTF22aalzjnl,0.705655,49.29,14
5454,ZTF25aauczop,0.932610,49.27,20
5455,ZTF24aamjpwm,0.640216,49.27,12
5456,ZTF25abbwxew,1.233487,49.26,25
5457,ZTF22abbtqmf,1.556422,49.26,34
5458,ZTF20acitbmf,0.704109,49.24,14
5459,ZTF20aaetlul,0.932423,49.23,18
5460,ZTF19acpodcv,0.637358,49.20,12
5461,ZTF25aaruttr,0.703695,49.20,15
5462,ZTF20acuxfhx,0.929799,49.19,18
5463,ZTF21abjpphz,1.233426,49.19,25
5464,ZTF19acbadkp,2.903224,49.18,71
5465,ZTF22aasoxwu,1.910275,49.17,49
5466,ZTF21abjdiok,1.546445,49.17,39
5467,ZTF23aaqqwle,0.702684,49.15,16
5468,ZTF20aavdcbx,0.929732,49.15,18
5469,ZTF19acxgyre,0.637316,49.14,13
5470,ZTF21abuetwv,1.233336,49.12,25
5471,ZTF20aanqtil,0.928956,49.11,19
5472,ZTF21aavpciy,0.700962,49.11,14
5473,ZTF20aaentwl,1.542351,49.07,34
5474,ZTF18acdzins,0.636601,49.07,13
5475,ZTF21abqzays,0.927983,49.07,23
5476,ZTF21aabdugp,0.700516,49.06,17
5477,ZTF26aakpvoi,1.230324,49.05,25
5478,ZTF25aavmknw,0.927636,49.03,22
5479,ZTF20aavcvrm,1.901856,49.02,52
5480,ZTF24aaosszo,0.699588,49.02,14
5481,ZTF20ackasol,0.634846,49.01,13
5482,ZTF20aavnnzx,3.942952,49.00,84
5483,ZTF19abhibzk,0.924430,48.99,19
5484,ZTF22aakrimd,1.541533,48.98,37
5485,ZTF22abfzdjj,1.228534,48.98,31
5486,ZTF23aaqqcdp,0.698822,48.97,15
5487,ZTF25abtbubu,0.923828,48.95,18
5488,ZTF20acvezdt,2.893162,48.95,66
5489,ZTF20achrdha,0.633798,48.94,12
5490,ZTF25aaznaan,0.697669,48.92,14
5491,ZTF22abhsxkn,1.227701,48.91,28
5492,ZTF23aafvacb,0.922495,48.91,19
5493,ZTF18abmsaqj,8.137596,48.89,211
5494,ZTF23aansdlc,1.523711,48.89,35
5495,ZTF20aatuqva,0.696008,48.88,17
5496,ZTF25aayvwoc,0.631526,48.87,13
5497,ZTF25abawmab,1.885608,48.87,55
5498,ZTF24aawbtpi,0.921535,48.87,20
5499,ZTF21abrpoaq,1.223151,48.84,27
5500,ZTF22aboaabn,0.695385,48.83,15
5501,ZTF24abugyce,0.920293,48.82,21
5502,ZTF25acfhaoj,0.630589,48.81,11
5503,ZTF23aanewuh,1.522900,48.79,36
5504,ZTF21abrgxgq,0.695146,48.79,16
5505,ZTF20acgznau,0.920258,48.78,24
5506,ZTF26aamdpst,1.222449,48.76,28
5507,ZTF19acysrpv,0.919318,48.74,23
5508,ZTF20aadayjw,0.694346,48.74,17
5509,ZTF21abfmuun,0.628990,48.74,13
5510,ZTF24aaioqpt,1.884374,48.72,44
5511,ZTF20abzjads,2.885273,48.71,68
5512,ZTF24aaowdkk,0.918718,48.70,19
5513,ZTF25abwpmrd,1.495028,48.70,34
5514,ZTF21abvhwsn,0.692211,48.69,17
5515,ZTF21abrpkzp,1.220281,48.69,27
5516,ZTF19acbwilc,0.628808,48.67,12
5517,ZTF20acuomki,0.916960,48.66,24
5518,ZTF25acfiphl,0.691527,48.65,16
5519,ZTF18acuepcb,22.165428,48.65,612
5520,ZTF20abexagc,1.220022,48.62,27
5521,ZTF24aaotkrh,0.916865,48.62,22
5522,ZTF25abqplxi,3.884502,48.61,139
5523,ZTF22abggmuu,1.487257,48.61,33
5524,ZTF19abctvjq,0.628026,48.61,13
5525,ZTF21aaizyqc,3.902589,48.61,89
5526,ZTF25aauvipc,0.691103,48.60,17
5527,ZTF20acpbboa,5.039352,48.60,184
5528,ZTF23abgznvq,0.915325,48.58,18
5529,ZTF21abcixor,1.880847,48.57,56
5530,ZTF20abdzkbz,0.690466,48.56,14
5531,ZTF22abhyzjq,1.217493,48.55,26
5532,ZTF21achkfcy,0.914035,48.54,23
5533,ZTF22abjihgt,0.627363,48.54,12
5534,ZTF19abcrvet,1.484428,48.52,36
5535,ZTF25aaodsbg,0.690378,48.51,15
5536,ZTF25aatpkdu,0.913831,48.50,23
5537,ZTF23aaiwlzm,1.211060,48.48,28
5538,ZTF22abnpsou,2.879526,48.48,68
5539,ZTF20abhulsp,0.626835,48.47,11
5540,ZTF20abbpxzd,0.690263,48.47,14
5541,ZTF26aahiifn,0.913107,48.46,24
5542,ZTF24aajqsti,1.480242,48.42,33
5543,ZTF21abxginb,1.880433,48.42,57
5544,ZTF22abyskhb,0.912605,48.42,18
5545,ZTF20aaacdcp,0.690147,48.42,15
5546,ZTF21ackqdxy,1.207266,48.41,28
5547,ZTF20actoabw,0.626475,48.41,11
5548,ZTF20acxfccu,0.910043,48.38,21
5549,ZTF23aaqmfnm,0.690046,48.37,14
5550,ZTF19abjrlmb,0.625248,48.34,12
5551,ZTF23abhzlbh,1.206556,48.34,29
5552,ZTF20adadrdh,0.905082,48.34,22
5553,ZTF21aargjdw,1.479145,48.33,33
5554,ZTF20acfxnyi,0.689795,48.33,16
5555,ZTF20aaigcqt,6.760400,48.31,436
5556,ZTF23aaqujbm,0.904929,48.30,18
5557,ZTF20aautxrl,0.689727,48.28,17
5558,ZTF25absxqav,0.624220,48.28,12
5559,ZTF26aaebnwe,1.202655,48.27,28
5560,ZTF19abxvtxk,1.877045,48.27,57
5561,ZTF25abtaiij,0.904156,48.26,19
5562,ZTF19abziutm,2.791043,48.24,63
5563,ZTF24abaczqu,1.469319,48.24,34
5564,ZTF19aazwnsq,0.686938,48.24,14
5565,ZTF21abbfjza,0.903445,48.22,18
5566,ZTF25aaiyotm,0.622155,48.21,12
5567,ZTF20abpyxja,3.807908,48.21,98
5568,ZTF22aafdaai,1.197191,48.20,25
5569,ZTF25aausthv,0.684114,48.19,14
5570,ZTF23aavneat,0.902851,48.18,22
5571,ZTF19abiiyni,0.682675,48.14,14
5572,ZTF22aajfxrx,1.459749,48.14,42
5573,ZTF21abovblm,0.621164,48.14,11
5574,ZTF23abnhtfx,0.902499,48.14,20
5575,ZTF25aaitagu,1.196702,48.13,29
5576,ZTF26aarumsz,1.863646,48.12,49
5577,ZTF20acqtaiq,0.682529,48.10,16
5578,ZTF24aawivmh,0.901873,48.10,22
5579,ZTF20acnvlss,0.618463,48.08,11
5580,ZTF22aavdzpf,1.195664,48.06,29
5581,ZTF20acwscli,0.898922,48.06,19
5582,ZTF21abuljqs,0.682157,48.05,15
5583,ZTF22aafujqw,1.449181,48.05,35
5584,ZTF24aaijnoq,0.898910,48.01,19
5585,ZTF23aafqtag,0.618409,48.01,12
5586,ZTF19abopflp,2.769882,48.01,66
5587,ZTF26aaeipil,0.681728,48.01,17
5588,ZTF20aaxlznl,1.189756,47.99,31
5589,ZTF23aatcbnx,0.898625,47.97,21
5590,ZTF25aactete,1.860999,47.97,45
5591,ZTF20acyoltw,0.680484,47.96,17
5592,ZTF20abfhzhm,1.445397,47.96,36
5593,ZTF18abajxtd,8.428507,47.95,314
5594,ZTF25aaikmxt,0.617971,47.94,13
5595,ZTF21aaymdan,0.897986,47.93,20
5596,ZTF22abmvmyh,1.188245,47.92,31
5597,ZTF24aafqxmg,3.763276,47.92,131
5598,ZTF24abcxyab,0.680269,47.92,15
5599,ZTF22aaslyzf,0.894487,47.89,20
5600,ZTF19aasfzvo,19.559416,47.89,465
5601,ZTF18aarcmpp,0.616875,47.88,12
5602,ZTF19acnkvzl,0.679655,47.87,16
5603,ZTF22aahndul,1.430371,47.87,37
5604,ZTF20aavniiw,0.893965,47.85,18
5605,ZTF21aaqhxvc,1.185498,47.85,31
5606,ZTF22abmuvww,0.679565,47.82,14
5607,ZTF19acyjifn,1.854771,47.82,46
5608,ZTF20acekfzd,0.893572,47.81,22
5609,ZTF24ablfmuh,0.616619,47.81,11
5610,ZTF24aapxjig,3.804465,47.81,101
5611,ZTF19abaevrw,0.679541,47.78,14
5612,ZTF21aalnusf,8.044008,47.78,238
5613,ZTF20acowata,1.185003,47.78,32
5614,ZTF19aavpgjy,2.747294,47.78,65
5615,ZTF19aazmpyy,1.429981,47.77,34
5616,ZTF22abxjdix,0.892476,47.77,20
5617,ZTF23abimemi,0.616264,47.75,11
5618,ZTF20acmktxr,0.677261,47.73,16
5619,ZTF21abhupvs,0.891932,47.73,21
5620,ZTF20aannodx,1.184324,47.71,25
5621,ZTF20aagmpdc,0.891716,47.69,22
5622,ZTF20acitaqc,0.676911,47.69,15
5623,ZTF18abfcajo,1.422406,47.68,34
5624,ZTF20aanafyp,0.613251,47.68,13
5625,ZTF25aachzgf,1.842031,47.67,56
5626,ZTF21aakupth,4.739012,47.66,144
5627,ZTF20acxsqel,0.891063,47.65,18
5628,ZTF19adbpviw,0.676522,47.64,17
5629,ZTF20absejhp,1.183945,47.64,32
5630,ZTF17aaatlsp,26.665331,47.62,957
5631,ZTF24aaulmlv,0.613110,47.61,13
5632,ZTF23abhsjed,0.889735,47.61,18
5633,ZTF20aazbpkv,0.675307,47.60,15
5634,ZTF20abocwmm,1.417768,47.59,43
5635,ZTF21abrxwvv,0.887031,47.57,22
5636,ZTF24aavcabo,1.181782,47.57,26
5637,ZTF24aamtwya,0.674976,47.55,17
5638,ZTF21aadsosc,0.612527,47.55,13
5639,ZTF23aapwwak,2.742061,47.54,59
5640,ZTF26aasfsnp,0.886668,47.53,19
5641,ZTF19acxphhl,1.840701,47.52,52
5642,ZTF22abxkklp,0.674593,47.50,15
5643,ZTF22aadeqoe,1.409422,47.50,33
5644,ZTF24aaxmacd,1.176361,47.49,29
5645,ZTF20acpkuvc,0.882649,47.49,20
5646,ZTF24aaotrva,0.610334,47.48,11
5647,ZTF21abaiicy,0.672607,47.46,14
5648,ZTF19abzlcnb,0.882491,47.45,18
5649,ZTF24ablvaac,1.174286,47.42,26
5650,ZTF26aauebrh,0.607737,47.41,12
5651,ZTF25acakezk,0.671645,47.41,16
5652,ZTF18ablmsnz,3.515555,47.41,87
5653,ZTF22aaorcsg,0.880901,47.41,22
5654,ZTF21abidxcy,1.407721,47.40,36
5655,ZTF21acgrrnl,1.820964,47.37,45
5656,ZTF24aasmygp,0.879278,47.37,18
5657,ZTF23aajkejg,0.670706,47.37,15
5658,ZTF25abqimds,1.167555,47.35,32
5659,ZTF20abynbhh,0.606807,47.35,10
5660,ZTF22abgawib,0.878328,47.33,24
5661,ZTF19accmevg,0.670000,47.32,17
5662,ZTF26aaeasmp,1.407720,47.31,43
5663,ZTF21acihiyy,2.740300,47.31,68
5664,ZTF18abmrdyc,20.771193,47.30,681
5665,ZTF20aapmsjs,0.877451,47.29,24
5666,ZTF20achbkud,1.162644,47.28,27
5667,ZTF20abeiqzy,0.605783,47.28,11
5668,ZTF25abhoijc,0.669386,47.27,17
5669,ZTF21aayfrdb,0.874243,47.24,20
5670,ZTF20actquxk,0.668716,47.23,14
5671,ZTF19abzihnr,3.662167,47.22,112
5672,ZTF22aarvefl,1.813287,47.22,51
5673,ZTF24aaupnbu,1.398710,47.22,41
5674,ZTF25aagbsfo,0.605638,47.21,13
5675,ZTF23aaoygit,1.162136,47.21,27
5676,ZTF21aatwhta,0.873091,47.20,24
5677,ZTF18aainmon,6.724000,47.19,382
5678,ZTF21abulckh,0.667388,47.18,14
5679,ZTF20abbfhxd,0.872747,47.16,19
5680,ZTF22aakqnql,0.603540,47.15,13
5681,ZTF22aautrdh,1.159182,47.14,26
5682,ZTF19abdkcib,0.665758,47.14,17
5683,ZTF25abptfss,1.392610,47.12,35
5684,ZTF24aaptivw,0.872602,47.12,22
5685,ZTF20abvqizw,0.664279,47.09,17
5686,ZTF20aausaun,0.868615,47.08,19
5687,ZTF24aaowiqq,0.603316,47.08,10
5688,ZTF26aadqmuk,2.736093,47.07,69
5689,ZTF19aawoaio,1.158597,47.07,29
5690,ZTF20acilzkh,1.812207,47.07,49
5691,ZTF23aazsjal,0.663693,47.05,16
5692,ZTF22abipofz,0.867013,47.04,19
5693,ZTF19acblhej,1.382738,47.03,40
5694,ZTF23aaizzqt,0.600547,47.02,12
5695,ZTF26aaaldio,3.489472,47.01,96
5696,ZTF20aaommyb,0.866611,47.00,19
5697,ZTF22aasuqme,1.151139,47.00,31
5698,ZTF22aahdxdt,0.662744,47.00,15
5699,ZTF23aallxtj,0.865446,46.96,21
5700,ZTF20aawkijt,0.662235,46.95,17
5701,ZTF26aaeqoxr,0.599111,46.95,12
5702,ZTF25aawurka,1.378721,46.94,35
5703,ZTF24abrossu,1.149897,46.93,27
5704,ZTF20acqxgjn,0.862176,46.92,18
5705,ZTF20abbpkpa,1.802375,46.92,46
5706,ZTF22aazprmk,0.662171,46.91,14
5707,ZTF20abjmiyi,0.598911,46.88,10
5708,ZTF23abjpakq,0.858810,46.88,22
5709,ZTF20acfxlpo,0.661972,46.86,15
5710,ZTF20abcbxpj,1.149508,46.86,31
5711,ZTF19aaysiwt,1.375878,46.85,39
5712,ZTF24abqdcod,0.856669,46.84,19
5713,ZTF19aaqrmtz,2.707605,46.84,73
5714,ZTF22aapyqaj,0.596946,46.82,11
5715,ZTF21aanuafi,0.661047,46.82,16
5716,ZTF24aapqwzu,0.855226,46.80,23
5717,ZTF20acwncbd,1.149455,46.79,32
5718,ZTF21aaxtgia,0.660788,46.77,17
5719,ZTF19abfmsrl,1.767683,46.77,48
5720,ZTF24aajplyg,0.854824,46.76,20
5721,ZTF22abeyzcl,1.372561,46.75,35
5722,ZTF21abhtjly,0.595791,46.75,12
5723,ZTF23aasbvab,4.553794,46.73,145
5724,ZTF22aaxplxd,0.660075,46.72,17
5725,ZTF26aavlndv,1.148466,46.72,27
5726,ZTF26aawzvtx,0.854681,46.72,20
5727,ZTF19abbttry,0.595060,46.68,13
5728,ZTF24abiiiuh,0.659287,46.68,14
5729,ZTF25aayyjui,0.853785,46.68,23
5730,ZTF23abnpsoi,7.552855,46.67,209
5731,ZTF20aaxzttc,1.368852,46.66,42
5732,ZTF24aaadwur,1.145765,46.65,28
5733,ZTF20aaezaxk,0.850985,46.64,18
5734,ZTF18adhktfq,0.658625,46.63,14
5735,ZTF20abupuzr,0.594625,46.62,12
5736,ZTF24aajwiug,1.752729,46.62,48
5737,ZTF19acbpxwt,3.463969,46.61,102
5738,ZTF20aahgejq,2.694300,46.60,73
5739,ZTF19accskys,0.850908,46.60,18
5740,ZTF20aabqxeg,0.658248,46.59,15
5741,ZTF21abahyyj,1.140173,46.58,30
5742,ZTF19aawhzbp,8.135871,46.58,287
5743,ZTF20aamqslk,1.365993,46.57,38
5744,ZTF23aajduoq,0.850362,46.56,19
5745,ZTF24aaikhcb,0.591424,46.55,12
5746,ZTF24aaqkadx,0.658077,46.54,17
5747,ZTF25aayxsry,3.627754,46.53,113
5748,ZTF21abhyukx,0.850158,46.52,24
5749,ZTF19achkimd,1.136090,46.51,31
5750,ZTF23abavwnp,0.657727,46.50,14
5751,ZTF22aaymefn,0.591170,46.49,11
5752,ZTF18abcllge,18.355413,46.48,564
5753,ZTF23abggbdy,1.359323,46.47,37
5754,ZTF23aajslbe,0.849048,46.47,20
5755,ZTF19acyndbj,1.746404,46.47,48
5756,ZTF20acbccug,0.656857,46.45,14
5757,ZTF21abtdmyi,1.129630,46.44,25
5758,ZTF20abmdlng,0.848113,46.43,22
5759,ZTF25abyshjm,0.590222,46.42,12
5760,ZTF22aadikuk,0.656564,46.40,15
5761,ZTF21aaprevg,0.847908,46.39,21
5762,ZTF23aahzpok,1.357789,46.38,33
5763,ZTF25abiwxmw,2.673977,46.37,58
5764,ZTF25acjpvwy,1.127583,46.37,31
5765,ZTF19acdjiml,0.655036,46.36,15
5766,ZTF23abjvckf,0.846944,46.35,22
5767,ZTF21aagmhzg,0.588480,46.35,13
5768,ZTF25aceglpp,1.741896,46.32,48
5769,ZTF23aajhyco,0.846895,46.31,20
5770,ZTF20acquosc,0.654840,46.31,17
5771,ZTF20ablbgmi,1.127155,46.29,25
5772,ZTF25aarxasj,1.342048,46.29,33
5773,ZTF24ablkmlf,0.587279,46.29,11
5774,ZTF24aakzkon,0.843967,46.27,24
5775,ZTF20aawkhea,0.654834,46.27,15
5776,ZTF24abruaqt,0.843338,46.23,21
5777,ZTF24abdjago,1.125173,46.22,30
5778,ZTF25acfqvdu,0.653069,46.22,15
5779,ZTF19acbmwtc,0.587174,46.22,10
5780,ZTF22aakaygk,3.412008,46.22,79
5781,ZTF21abrpanc,1.340568,46.20,37
5782,ZTF22abtffnd,0.842781,46.19,24
5783,ZTF20abstcjg,0.652476,46.17,15
5784,ZTF26aasphfk,1.733152,46.17,53
5785,ZTF23abjpsyy,0.586676,46.15,11
5786,ZTF21aasruah,1.124744,46.15,32
5787,ZTF18abqekau,30.803724,46.15,1195
5788,ZTF22aanvspl,0.842349,46.15,18
5789,ZTF19actabny,2.671642,46.14,66
5790,ZTF21abxhnep,0.650705,46.13,14
5791,ZTF18abfacml,0.841520,46.11,21
5792,ZTF24aaiosse,1.337026,46.10,34
5793,ZTF20aafkzrc,0.586345,46.09,11
5794,ZTF20abfcsio,0.650419,46.08,16
5795,ZTF24abmntgy,1.119131,46.08,25
5796,ZTF23aaiztxa,0.841415,46.07,19
5797,ZTF19abmrnpl,6.205986,46.07,411
5798,ZTF20acgchic,0.649144,46.04,14
5799,ZTF20abwqgtj,0.841174,46.03,23
5800,ZTF20acklbgq,0.581725,46.02,13
5801,ZTF20aaxccrm,1.724536,46.02,49
5802,ZTF20acphvjk,1.117856,46.01,27
5803,ZTF20abizigt,1.331643,46.01,34
5804,ZTF20abefaaw,0.648264,45.99,14
5805,ZTF26aanrcbg,0.841052,45.99,24
5806,ZTF22aaklsqk,0.580600,45.95,11
5807,ZTF20abmectx,0.839586,45.95,20
5808,ZTF25acapohj,0.647435,45.95,17
5809,ZTF18adjefnt,16.709211,45.95,672
5810,ZTF20aahzyep,1.115497,45.94,31
5811,ZTF21aaglxow,1.324232,45.92,39
5812,ZTF22abvdwik,0.837732,45.91,19
5813,ZTF20acihinn,2.661584,45.90,70
5814,ZTF22aagtrsh,0.647411,45.90,14
5815,ZTF24abveomu,0.578316,45.89,13
5816,ZTF22aakdnme,1.109926,45.87,31
5817,ZTF21absvmds,0.837114,45.87,18
5818,ZTF21aasdhhn,1.721632,45.86,56
5819,ZTF22aaddrgt,0.647194,45.85,15
5820,ZTF25aaymnha,3.590146,45.83,136
5821,ZTF20aayvdmk,0.835841,45.83,18
5822,ZTF20aawefgx,1.316252,45.83,33
5823,ZTF19aburhkf,0.577969,45.82,10
5824,ZTF25abxlcab,3.404735,45.82,94
5825,ZTF20abqehzn,0.647016,45.81,16
5826,ZTF21aahfjbs,1.109892,45.80,30
5827,ZTF21aaspeij,4.178935,45.79,166
5828,ZTF20ablrkhb,0.835657,45.79,20
5829,ZTF26aaajzkh,0.645374,45.76,14
5830,ZTF20abvumju,0.577770,45.76,10
5831,ZTF22aajpubp,0.834425,45.75,23
5832,ZTF21acisqde,1.315600,45.73,38
5833,ZTF24aayvhho,1.104977,45.73,30
5834,ZTF23aajduii,0.643109,45.72,15
5835,ZTF25aaomnws,1.710404,45.71,48
5836,ZTF20aagnbec,0.834407,45.71,18
5837,ZTF20acoxcxx,0.575001,45.69,10
5838,ZTF24abccail,0.641775,45.67,16
5839,ZTF26aakyzem,2.658496,45.67,68
5840,ZTF20aauuftn,0.833464,45.66,18
5841,ZTF22abipidm,1.104029,45.66,30
5842,ZTF21aazsmfw,1.308001,45.64,42
5843,ZTF22aaolybe,0.641428,45.63,14
5844,ZTF21abbybbx,0.832958,45.62,18
5845,ZTF20acpziet,0.573576,45.62,12
5846,ZTF21abwpyll,1.103861,45.59,25
5847,ZTF20abzijyt,0.829214,45.58,22
5848,ZTF26aadsuad,0.640934,45.58,17
5849,ZTF21aabhxxj,1.690726,45.56,46
5850,ZTF24aaqainu,0.570733,45.56,12
5851,ZTF18ablqkyi,6.232763,45.56,210
5852,ZTF19abjcghj,1.304462,45.55,34
5853,ZTF22aajzkwn,0.828850,45.54,24
5854,ZTF20acptdpf,0.640674,45.53,14
5855,ZTF22aanjimh,1.103343,45.52,29
5856,ZTF21abdsnos,0.828626,45.50,22
5857,ZTF20aausyfg,0.569801,45.49,13
5858,ZTF18abqsuoo,0.639936,45.49,14
5859,ZTF20abbupkb,0.826795,45.46,22
5860,ZTF22aavakpj,1.299426,45.45,36
5861,ZTF22abbmemk,1.102290,45.45,28
5862,ZTF20abmaouw,0.639091,45.44,17
5863,ZTF24abbvpge,2.616080,45.43,64
5864,ZTF20abmoguq,0.567192,45.42,11
5865,ZTF19abaaojn,0.826430,45.42,19
5866,ZTF18aaisaqo,3.398736,45.42,89
5867,ZTF26aapszhs,1.687624,45.41,52
5868,ZTF20acpjogm,0.638487,45.40,16
5869,ZTF23aaqjrsx,0.825210,45.38,19
5870,ZTF21abowsub,1.100716,45.38,31
5871,ZTF26aasjrxx,1.296098,45.36,34
5872,ZTF24aatvrik,0.564489,45.36,12
5873,ZTF20acllkua,0.638460,45.35,15
5874,ZTF22ablcxuv,0.825017,45.34,24
5875,ZTF25acjemxv,1.098153,45.31,28
5876,ZTF24aavnjzn,0.638278,45.30,16
5877,ZTF23aaqqeez,0.822513,45.30,19
5878,ZTF23aaxquxw,0.562571,45.29,10
5879,ZTF26aasusvb,1.289508,45.27,33
5880,ZTF26aahjucx,1.681944,45.26,49
5881,ZTF21abjwlri,0.820341,45.26,21
5882,ZTF20acoaqnn,0.637905,45.26,14
5883,ZTF17aacqwwi,22.606785,45.24,857
5884,ZTF23aaojbdj,1.097693,45.24,30
5885,ZTF20aattbgm,0.561277,45.23,12
5886,ZTF20aavynba,0.818888,45.22,18
5887,ZTF19aavhvwd,0.637216,45.21,17
5888,ZTF22abfnkve,7.957447,45.21,304
5889,ZTF20abywpje,2.602395,45.20,64
5890,ZTF20abjddfe,0.817944,45.18,18
5891,ZTF20acgywfp,1.289150,45.18,34
5892,ZTF25abbwybk,0.636318,45.17,14
