epoch,train_loss,val_loss,lr,epoch_time_s
1,32.678650256227854,32.973336808821735,0.0003,8.9
2,29.879336882425733,36.019638398114374,0.0003,8.2
3,27.73677367336494,28.868473095052384,0.0003,7.6
4,26.473481741818514,29.44631820566514,0.0003,7.6
5,25.645203598274673,32.465173700276544,0.0003,7.4
6,26.84622511193772,27.122761898181018,0.0003,7.3
7,25.11096207051238,33.877221030347485,0.0003,7.0
8,25.2230760810789,25.636620104312897,0.0003,7.8
9,24.26237172489324,29.025820420068854,0.0003,7.9
10,24.757412843467776,26.27491893487818,0.0003,8.1
11,24.311679063355626,29.79421381038778,0.0003,7.6
12,24.009200061648347,26.9246701317675,0.0003,7.8
13,23.433187104453726,25.189863965791815,0.0003,7.8
14,22.934671398430815,19.545078139094745,0.0003,7.8
15,18.187350983462057,19.190221767215167,0.0003,7.4
16,17.73486100799781,18.22109097768279,0.0003,7.7
17,17.80500039522313,17.81760649470722,0.0003,7.7
18,17.005936997784072,17.505994411075818,0.0003,7.7
19,17.138422880093913,18.145915182197797,0.0003,7.3
20,16.736175124704346,18.670423188630274,0.0003,7.6
21,16.60661063036643,20.05675544458277,0.0003,7.4
22,16.875739528324978,18.96141517337631,0.0003,7.4
23,16.422244486927,17.896732109434463,0.0003,6.9
24,16.44168829957316,17.797320734052096,0.00015,7.5
25,15.9002455766536,17.169903288869296,0.00015,7.3
26,15.700843103661025,16.88247124938404,0.00015,7.4
27,15.622724828444236,18.654393452055313,0.00015,7.2
28,15.672228901839453,17.2268982389394,0.00015,7.0
29,15.599161623135085,16.81980879166547,0.00015,7.3
30,15.532414479492125,17.781769440454596,0.00015,7.4
31,15.703070922429896,17.44618736295139,0.00015,7.6
32,15.378418469429016,19.869246805415433,0.00015,7.1
33,15.505659067138167,17.616614247069638,0.00015,7.3
34,15.545844319241105,16.81648645856801,0.00015,7.3
35,15.50850719597714,17.418052757487576,0.00015,7.2
36,15.403754071952882,16.833584867856082,0.00015,7.3
37,15.3505989820504,17.185951059355457,0.00015,7.1
38,15.488801828297701,17.59607029487105,0.00015,7.2
39,15.570429607954893,16.641916541492236,0.00015,7.2
40,15.297660304101045,17.29818302918883,0.00015,7.3
41,15.42068230534388,16.890092919854556,0.00015,7.0
42,15.284002609489377,16.896569043397903,0.00015,7.3
43,15.115245156445779,16.96911782727522,0.00015,7.3
44,14.5877982407562,16.091690228265875,0.00015,7.4
45,14.028460612572914,15.371089126257335,0.00015,7.7
46,13.602879521472396,15.553004547953606,0.00015,7.5
47,13.474223569799062,16.21236201244242,0.00015,7.6
48,13.289871117103198,15.204968119368834,0.00015,7.9
49,13.131299158068728,15.912671954316252,0.00015,7.9
50,12.98469443301524,17.687284728183467,0.00015,7.8
51,12.998771199707157,15.19656989679617,0.00015,8.0
52,12.836432548495363,15.271487270207967,0.00015,7.3
53,12.625686330243576,15.108911572133794,0.00015,7.2
54,12.867086832680979,15.385166904505562,0.00015,7.1
55,12.531514394972936,15.11687608764452,0.00015,7.1
56,12.717307689564286,14.884005535174818,0.00015,8.0
57,12.522380783833748,16.071080607526444,0.00015,7.8
58,12.666535644688881,15.064930553821956,0.00015,7.7
59,12.56564631205945,15.533584421171861,0.00015,7.9
60,12.412792577625305,15.629959963700351,0.00015,7.3
61,12.467351708530394,15.36415315024993,0.00015,7.4
62,12.483425002058675,14.558137212606038,0.00015,7.4
63,12.372771130218979,14.345778633566464,0.00015,7.2
64,12.402176104990904,14.140960509286208,0.00015,7.2
65,12.238377106879367,17.95876467052628,0.00015,7.2
66,12.278732634378859,14.780638265259126,0.00015,7.4
67,12.44732857794801,15.629880555412349,0.00015,7.4
68,12.059706527142485,14.362196149194942,0.00015,7.4
69,11.959679198265075,14.87462704672533,0.00015,7.4
70,12.055388942730328,15.235550701618195,7.5e-05,7.6
71,11.874615403246288,14.664058804512024,7.5e-05,7.2
72,11.87088211725566,14.325911727021722,7.5e-05,7.2
73,11.766976267444202,14.66906323853661,7.5e-05,7.7
74,11.800342307406023,14.048821226638907,7.5e-05,7.1
75,11.796866528455876,14.14481705251862,7.5e-05,7.1
76,11.783078643113129,14.159199470106293,7.5e-05,7.1
77,11.77566224257808,14.815653737853555,7.5e-05,7.2
78,11.744969723835464,14.760495152543573,7.5e-05,7.3
79,11.5880188173499,14.748011381310576,7.5e-05,7.3
80,11.798054001646594,13.915965699974228,7.5e-05,6.9
81,11.655530502973509,15.168739969239516,7.5e-05,7.0
82,11.653060113792577,15.47200604396708,7.5e-05,7.1
83,11.648016080777507,14.719147843473097,7.5e-05,7.1
84,11.708216202948703,14.680709962459172,7.5e-05,7.1
85,11.644477693798128,14.616366870263043,7.5e-05,7.0
86,11.754254957072991,14.533101421068697,3.75e-05,7.0
87,11.612619920998565,14.307027637081987,3.75e-05,7.0
88,11.480301377694468,14.60883540616316,3.75e-05,7.0
89,11.530328646868714,14.216370503692065,3.75e-05,6.9
90,11.52602858523692,14.476600187666277,3.75e-05,7.0
91,11.467411255935007,14.548878554035635,3.75e-05,7.0
92,11.51161252141984,14.25891076817232,1.875e-05,7.1
93,11.44267237206136,14.264562056345099,1.875e-05,7.1
94,11.419495166628813,14.687150639646193,1.875e-05,7.2
95,11.42914917872957,14.434431239086038,1.875e-05,7.2
