,objectId,decmean,decstd,ramean,rastd,glatmean,glonmean,jdgmax,gmag,dmdt_g,dmdt_g_2,mag_g02,mag_g08,mag_g28,maggmax,maggmean,maggmin,jdrmax,mag_r02,mag_r08,mag_r28,rmag,dmdt_r,dmdt_r_2,magrmax,magrmean,magrmin,jdmax,jdmin,ncand,ncandgp,distpsnr1,sgscore1,sgmag1,srmag1,htm16,g_minus_r,jd_g_minus_r,ncandgp_7,ncandgp_14,ssnamenr,dmdt_g_err,dmdt_r_err,z,classification,classificationReliability,distance,separationArcsec,tns_name,tns_type,host_name
4784,ZTF25abcxtvx,-11.169182814285715,0.07678096256401507,306.6027233785714,0.12154063538297795,-26.0964540007114,33.42463078054582,2460932.6723611,20.899,-0.0241795,0.0681318,20.8988,20.7667,20.0577,20.899,19.9671,19.0547,2460932.7657986,20.117,19.893,19.2922,20.1189,-0.0581696,0.01543,20.1189,19.2199,18.6707,2460932.7657986,2460903.7651505,14,11,6.24197,0.0315,-999.0,-999.0,47816074402,0.780142,2460932.6723611,1.0,2.0,,0.0227176,0.018858,0.053,SN,2.0,0.0,29.335,2025rzv,SN Ia,
4785,ZTF25abdzwiy,-22.899914468421052,0.12081532998932626,260.11323513157896,0.07703734841977586,8.022371243440224,2.017768147802239,2460910.6895833,19.3801,-0.0300417,225.92,19.3781,19.1287,17.97,19.3801,18.1908,16.3024,2460898.7447106,18.2548,17.7442,17.1461,18.5004,-0.154666,0.302668,18.5004,17.6274,16.6976,2460910.6895833,2460882.7435069,19,11,1.69632,0.5,-999.0,21.3986,46017886559,0.6751,2460898.6702546,1.0,2.0,,0.0232697,0.159778,,SN,2.0,0.0,8.946,2025sqc,,
4786,ZTF25abeldjp,14.342614070000002,0.11780331547092368,343.279881265,0.16542853067545124,-39.56226194905122,84.59037850434576,2460911.764375,20.588,0.035859,0.146311,20.5836,20.3095,19.9964,20.6575,20.1157,19.696,2460918.8373495,20.3882,20.1987,19.9367,20.3838,0.0200546,0.0267637,20.4249,19.894,19.3025,2460918.8373495,2460888.8648727,20,11,1.54331,,21.0641,20.4713,52602207135,0.268799,2460911.764375,1.0,4.0,,0.231809,0.137349,,SN,2.0,0.0,1.445,2025snn,,
4787,ZTF25abeldua,13.932010025,0.0830252317067478,342.15309679375,0.09279261605899719,-39.2651081144344,83.129283732059,2460938.7957407,20.7386,-0.029882,0.142922,20.7386,20.67,20.2963,20.7386,20.0452,19.7986,2460938.8627546,20.3628,20.1911,19.9588,20.3806,-0.030597,0.0456589,20.3806,19.9114,19.5928,2460938.8627546,2460909.8262269,16,11,1.00104,0.00375,21.7433,21.7607,52603229897,0.358007,2460938.7957407,1.0,1.0,,0.0172973,0.0663317,0.1309,SN,2.0,0.0,0.971,2025tbk,SN IIn,
4788,ZTF25abevfgb,-18.766927407692307,0.20288873882318606,347.6369185076923,0.16699526026641545,-65.37161992629434,47.41935643785035,2460909.8354977,20.6492,-0.130393,-0.0337582,20.6466,20.3207,19.6047,20.6492,19.3613,18.9676,2460916.90125,20.1746,19.8727,19.4419,20.2097,-0.0794956,0.0464277,20.2097,19.4471,18.9213,2460916.90125,2460887.8292361,13,11,11.2237,0.919125,-999.0,-999.0,50306928137,0.9347,2460909.8354977,2.0,4.0,,0.0328548,0.0506168,0.08,ORPHAN,0.0,0.0,0.0,2025sag,SN Ia,
4789,ZTF25abfhefj,25.312613100000004,0.12837245311993895,343.75371602666667,0.14711965545856504,-30.52973264199163,92.23525523173188,2460918.8306366,20.4829,-0.150055,0.107785,20.3429,19.9454,19.5735,20.4829,19.8879,19.313,2460933.7217245,20.3072,20.0612,19.6275,20.3357,-0.0628014,0.0526744,20.3357,19.7066,19.1247,2460933.7217245,2460904.8061921,15,11,4.14973,0.073625,-999.0,22.0004,51906267920,0.6194,2460918.8306366,1.0,1.0,,0.138512,0.0661443,,SN,2.0,469.345,4.489,2025spk,,
4790,ZTF25abflwya,-17.196156418181815,0.053648415778745934,354.2347334090909,0.09564408693974527,-70.13369864154717,59.06304299181179,2460949.8356829,19.5013,-0.00563567,0.197956,19.5012,19.407,18.9208,19.5013,18.8983,18.2439,2460951.7721412,18.7002,18.5906,18.1052,18.7004,-0.039402,0.0648433,18.7004,17.9514,17.4966,2460951.7721412,2460921.7832292,11,11,8.71241,0.117369,-999.0,19.8958,49534793030,1.3857,2460934.8596065,2.0,2.0,,0.0124869,0.00625589,0.031622,SN,2.0,138.711,14.186,2025sli,SN Ia,
4791,ZTF25abfnszm,39.33799929999999,0.11496394083677068,242.2082236846154,0.059671326513818346,47.51575739018581,62.61097325807343,2460923.6390972,19.8826,0.124502,0.117955,19.9721,19.7895,19.147,20.127,19.3464,18.5417,2460932.6434838,19.6765,19.4287,19.063,19.7192,-0.11333,-0.103038,19.7192,19.1874,18.6328,2460932.6434838,2460904.6787153,13,11,0.207702,0.5,21.1791,20.1133,59801173404,0.684101,2460923.6390972,3.0,6.0,,0.173614,0.0469659,0.081,SN,2.0,0.0,0.237,2025sqh,SN Ia,
4792,ZTF25abfoioj,-6.312986158064516,0.24317532211583517,310.9618823,0.16468406165550253,-27.82842913156545,40.44464144877587,2460909.7974769,20.597,-0.109519,-0.0822559,20.5271,20.1554,20.0649,20.597,20.0767,19.3451,2460916.7355556,20.107,19.9816,19.9644,20.1147,-0.0165913,0.0696968,20.3673,19.7689,19.2286,2460916.7355556,2460887.7948727,31,11,0.902096,0.323521,-999.0,19.9823,50793073038,0.852901,2460903.7651505,1.0,4.0,,0.0904353,0.0603834,,SN,2.0,228.204,4.402,2025tuk,,
4793,ZTF25abgepus,14.662655592307694,0.198332705947806,84.29493046153847,0.1664193232971729,-9.13134402506146,191.19041750376505,,,,,,,,,,,2460900.0010069,19.4532,19.145,18.8448,19.3914,23.8209,0.075934,19.489,18.9191,18.6034,2460900.0010069,2460887.9992824,13,11,0.688666,0.221679,18.7839,17.8097,64551634733,,,4.0,11.0,,,70.5232,0.017839,NT,1.0,77.45,0.619,2025tbf,SN II,
4794,ZTF25abhhyqm,24.8828555,0.20331587640878934,2.832856058333333,0.14274029949488282,-37.09782581072072,111.51061759924222,2460974.8015162,19.9366,-0.0536157,0.0173129,19.8859,19.7724,19.7684,19.9366,19.7541,19.5464,2460976.8029167,19.8198,19.6567,19.5084,19.8346,-0.015736,0.0671428,19.8346,19.566,19.294,2460976.8029167,2460953.8282292,12,11,1.33194,0.00770833,19.1504,18.5591,67189261891,0.0569,2460972.7983912,5.0,8.0,,0.121645,0.0565678,,VS,1.0,0.0,1.306,2025tgq,,
4795,ZTF25abhtrbk,-3.994046963636363,0.2114777664415903,60.97671336363637,0.08761938696067655,-38.644123166618904,194.90610810361832,2460917.9379861,20.3037,0.0139466,0.0978954,20.2894,19.8914,19.2709,20.3447,19.6458,18.7639,2460922.998287,19.6824,19.4923,19.1281,19.7557,-0.0959947,0.0255222,19.7557,19.3625,18.7308,2460922.998287,2460900.9743056,11,11,1.12683,0.06225,19.257,19.4617,36932670840,0.939899,2460914.9981713,3.0,7.0,,0.115138,0.119317,,SN,2.0,0.0,1.018,2025sxg,,
4796,ZTF25abibgtc,39.255867132000006,0.1280797118367484,16.065866300000003,0.2005154110789475,-23.54843808749122,125.63985199467376,2460919.8259838,20.6079,0.187949,0.167537,20.6189,20.229,19.7044,20.779,20.0195,19.2834,2460922.9857176,20.3594,20.1185,19.8193,20.3723,0.0175564,0.0738114,20.427,19.8702,19.3662,2460922.9857176,2460898.9115162,25,11,11.8484,0.04075,18.7651,17.9716,67882718790,0.180901,2460919.8259838,1.0,6.0,,0.462127,0.0794881,,SN,2.0,0.0,11.347,2025tvl,,
4797,ZTF25abigtdv,35.86154550909091,0.07558588770590773,238.21710657272726,0.115420809050254,50.71040248233348,57.343268058755626,2460910.6971181,19.602,-0.0689701,0.0136467,19.5514,19.5308,19.5599,19.602,19.5225,19.4086,2460916.7187269,19.5536,19.4746,19.4263,19.5651,-0.0451261,-0.0530142,19.5651,19.4033,19.2926,2460916.7187269,2460900.6814005,11,11,4.07042,0.014125,19.0882,18.5809,59891516756,0.309399,2460910.6971181,3.0,8.0,,0.0904509,0.0255659,,SN,2.0,529.994,3.935,2025trk,,
4798,ZTF25abigtyq,4.390482770588235,0.07374732561949737,247.8212907176471,0.1298962634347084,32.98160103591234,19.637925487706855,2460923.6481829,19.9691,0.10227,0.00725391,20.0416,19.9736,19.5284,20.1714,19.7372,19.0404,2460932.6401852,19.4351,19.2823,18.9999,19.4633,-0.0567574,-0.0370827,19.4633,19.0463,18.6631,2460932.6401852,2460902.7455671,17,11,5.17917,0.00583333,20.3982,20.2708,56716800299,1.0181,2460921.6700926,2.0,3.0,,0.24412,0.0649002,,SN,2.0,0.0,5.242,2025soi,,
4799,ZTF25abigydq,54.587913336363634,0.05757530048592113,239.9979085,0.10312133577762046,46.255302153056476,85.03259701949996,2460914.6671181,19.3796,-0.0420419,0.109528,19.3635,19.0778,18.6873,19.3796,18.8338,18.3987,2460914.6990741,18.946,18.6788,18.3417,18.9766,-0.0409485,0.0632932,18.9766,18.5507,18.0909,2460914.6990741,2460900.6960764,11,11,1.25183,0.0342083,18.6195,18.1838,57605318405,0.402967,2460914.6671181,5.0,10.0,,0.0273971,0.0350445,,NT,1.0,258.763,1.252,2025sry,,
4800,ZTF25abihodb,2.492197345454546,0.06739851081075585,326.5509788727273,0.08781251163255684,-36.46790886049281,58.99934453949631,2460911.7686227,19.9305,0.0279038,0.0355749,19.9393,19.787,19.6378,19.9852,19.6855,19.149,2460913.7855556,19.9086,19.7922,19.7003,19.9548,-0.0575823,0.0339094,19.9548,19.7697,19.6385,2460913.7855556,2460894.924838,11,11,0.462262,0.00291667,19.9048,19.4358,52314167103,0.0897999,2460911.7686227,4.0,9.0,,0.116379,0.111821,,SN,2.0,0.0,0.388,2025tud,,
4801,ZTF25abiksod,4.0391551923076925,0.1305258820286086,76.37235053846153,0.12320576271259981,-21.33542591391977,196.367721969208,2460935.891956,20.4508,-0.146241,0.0865263,20.3416,19.9666,19.2372,20.4508,19.368,18.5506,2460944.0034259,19.6946,19.5192,19.1047,19.6977,-0.0427211,0.0657912,19.6977,19.0824,18.6433,2460944.0034259,2460914.924537,13,11,1.67041,0.5,21.0039,-999.0,64612006047,0.8979,2460933.9342245,1.0,2.0,,0.199229,0.0179128,0.0733,SN,2.0,0.0,2.793,2025upr,SN Ia,
4802,ZTF25abikyna,23.178948822222225,0.15655882472770785,97.72735415555557,0.1503159978221799,6.1015803069232915,189.9768637286007,,,,,,,,,,,2460912.0046181,19.3014,19.1784,19.0451,19.3257,3.97582,0.119231,19.3414,19.1583,18.9181,2460912.0046181,2460899.004537,18,11,5.27921,0.172649,18.335,17.6922,63187811772,,,5.0,11.0,,,56.6544,0.031739,SN,2.0,0.0,5.284,2025tto,SN II,
4803,ZTF25abimydq,-6.691660575,0.10531616542563127,307.2955398666666,0.1474481169654793,-24.758470617229126,38.2166042601533,2460913.7970486,20.0749,-0.0591969,0.0607015,20.0108,19.8493,19.7766,20.0749,19.7794,19.5455,2460916.7341435,19.9415,19.8115,19.8006,19.9969,-0.0609966,0.0850775,19.9969,19.7996,19.6483,2460916.7341435,2460899.7006134,12,11,0.17136,0.0146667,19.0166,18.294,47825692723,0.2577,2460913.7970486,6.0,9.0,,0.118334,0.0822925,,SN,2.0,0.0,0.082,2025tue,,
4804,ZTF25abinrrs,-20.180353851724135,0.15445293760280907,314.6249356482759,0.13220744672919751,-36.660308694748835,27.085591585417486,2460914.7734375,20.1185,-0.105067,45.3101,20.0145,19.9277,19.9052,20.1185,19.9213,19.6775,2460914.7336458,19.9584,19.9257,19.8945,20.0387,-0.111161,-0.0759569,20.4236,20.0196,19.8365,2460914.7734375,2460900.8171528,29,11,1.99923,0.0274167,21.292,20.8257,50948562322,0.0798378,2460914.7734375,5.0,11.0,,0.324204,0.32606,,SN,2.0,0.0,1.965,2025upx,,
4805,ZTF25abipztu,52.231653190909086,0.14059894614186558,259.40620992727276,0.10433250256707434,35.26781792880591,79.44586830839754,2460920.7432755,19.6683,-0.0739166,0.0397964,19.6121,19.5062,19.4948,19.6683,19.4417,19.1993,2460932.6453704,19.8084,19.6726,19.5793,19.8111,-0.0348637,0.0751901,19.8111,19.4275,19.1609,2460932.6453704,2460902.6997222,11,11,0.221571,0.0258333,18.358,17.7047,57489431268,0.3529,2460918.6841898,1.0,5.0,,0.111938,0.0235883,,VS,1.0,0.0,0.22,2025uko,,
4806,ZTF25abismig,9.57377610909091,0.10431989517312923,359.2172234454545,0.10076649148301339,-50.98628229581207,101.24994905927069,2460922.9333565,20.2218,-0.255534,0.0501886,20.0096,19.5978,19.3651,20.2218,19.5279,19.0544,2460918.868669,19.4063,19.3835,19.4296,19.4006,0.0228949,0.0620728,19.4883,19.3617,19.2,2460922.9333565,2460904.8880324,11,11,1.16205,,19.2124,18.4808,51560362678,0.184799,2460918.8162847,6.0,9.0,,0.116113,0.0679966,,VS,1.0,0.0,1.276,2025udc,,
4807,ZTF25abitlgg,17.826379475,0.09900568620052218,96.12567795833336,0.11440350824310451,2.3065081154414595,194.05007796024557,,,,,,,,,,,2460910.9981481,18.7261,18.7266,18.7119,18.7257,-0.018909,-0.0554949,18.9113,18.7754,18.6284,2460910.9981481,2460901.9946644,12,11,0.104621,0.16269,18.8745,17.7076,63209013696,,,6.0,11.0,,,0.0248957,0.017746,NT,1.0,77.392,0.103,2025uma,SN Ib/c,
4808,ZTF25abivwdg,23.944717246666666,0.11497544614371089,276.8905167733334,0.1621800848246971,15.643313432537443,52.206551433044496,2460921.6898264,20.254,0.00602022,-0.0202055,20.2611,20.1871,19.9739,20.3048,20.0889,19.7212,2460931.6449769,20.1169,19.9188,19.6495,20.2136,-0.151303,-0.0588572,20.2136,19.7078,19.4026,2460931.6449769,2460903.6750116,15,11,0.720515,0.0232083,19.1342,18.8373,54317152910,0.4398,2460921.6898264,2.0,5.0,,0.198495,0.155481,,SN,2.0,0.0,2.778,2025twh,,
4809,ZTF25abiwxmw,55.47360991304349,0.11087071524806354,301.83312757391303,0.1946409584114035,12.219730783786177,89.6734585798842,2460974.680706,20.5311,-0.0527953,0.0911123,20.4682,20.1555,19.6422,20.5311,19.7599,19.0622,2460978.6589005,19.8375,19.5696,19.1572,19.8799,-0.0763712,-0.00884747,19.8799,19.2019,18.748,2460978.6589005,2460949.6340162,23,11,5.59936,0.789607,-999.0,21.7219,53007369942,0.958399,2460974.680706,1.0,3.0,,0.190135,0.0546288,0.161,SN,2.0,0.0,5.551,2025upm,SLSN-I,
4810,ZTF25abjbmwe,-10.37225323076923,0.0756427638984625,347.9897214538462,0.08425155131549154,-61.20608212236025,63.74181334671791,2460919.8147222,19.9525,0.0561646,0.113014,19.9644,19.771,19.5545,20.0671,19.6582,19.3336,2460919.8366319,19.5503,19.4513,19.4081,19.5535,0.018563,0.055517,19.5902,19.3882,19.217,2460919.8366319,2460903.8680903,13,11,5.29292,0.0380417,18.6449,17.9943,49476469620,0.399031,2460919.8147222,4.0,9.0,,0.128771,0.110614,,SN,2.0,457.573,5.191,2025tzh,,
4811,ZTF25abjcbfg,4.258601856249999,0.12114528011320978,348.399746075,0.1056918478420874,-50.71596287847185,82.22900647721222,2460921.7818056,20.2706,-0.056104,0.066932,20.233,20.0497,20.0518,20.2706,19.8924,19.5482,2460933.7236111,20.4882,20.2863,19.9284,20.489,0.00555326,0.0902142,20.5048,19.8821,19.5328,2460933.7236111,2460903.8883565,16,11,19.9928,0.282145,-999.0,21.9066,51698262742,0.248501,2460917.7963773,,1.0,,0.081488,0.118416,,UNCLEAR,3.0,0.0,0.545,2025ulg,,
4812,ZTF25abjectx,43.899801335714294,0.11971707903018858,115.0234605142857,0.1613794891682345,26.82737770713832,175.05501131811047,,,,,,,,,,,2460919.0034144,18.9102,18.7007,18.5179,18.9479,-0.0672311,-7.01409,18.9479,18.5228,18.2267,2460919.0034144,2460904.0098264,14,11,1.69613,0.5,19.7611,19.5835,63614091007,,,6.0,10.0,,,0.0394845,,SN,2.0,186.122,5.003,2025uex,,
4813,ZTF25abjkphq,8.461932176923078,0.0604414416403249,41.31406876923077,0.05294540387640621,-44.979677498465875,164.7100268541991,2460951.9192824,19.9163,0.0184773,0.0678784,19.9297,19.7734,18.9565,19.9536,18.8542,17.8716,2460951.9461227,18.7213,18.5912,18.1965,18.7511,-0.0404056,0.0478162,18.7511,18.1309,17.735,2460951.9461227,2460923.9558102,13,11,12.5454,0.143101,17.9344,17.2195,67953768700,1.16521,2460951.9192824,4.0,4.0,,0.0840801,0.0556622,0.039,SN,2.0,0.0,12.501,2025tra,SN Ia,
4814,ZTF25abjmvqa,44.29822879090909,0.09930181551826861,251.26408239090907,0.11544125976968228,40.70612582125529,69.4004150371404,2460922.7474769,19.8284,-0.0647567,-0.103974,19.8094,19.9157,20.0675,20.1814,19.9051,19.6984,2460934.6767593,19.5812,19.4465,19.3406,19.6246,-0.045534,0.0432669,19.6246,19.3855,19.2757,2460934.6767593,2460910.7165625,11,11,0.103329,0.0025,19.3662,19.3091,59836595234,0.5424,2460922.7474769,3.0,8.0,,0.160997,0.123935,,NT,1.0,0.0,0.165,2025uzd,,
4815,ZTF25abkopax,48.194084009090915,0.09609069476478863,239.53790262727273,0.07961826444697769,48.32554220844235,76.09683629043188,2460932.6627431,18.7037,-0.0648458,0.0135951,18.6746,18.4753,18.3194,18.7037,18.3686,18.178,2460950.6802083,19.444,19.2923,18.8461,19.4991,-0.074824,0.0411138,19.4991,18.7597,18.2975,2460950.6802083,2460921.6537153,11,11,0.74249,0.00625,19.051,18.5553,59713440805,0.0143986,2460932.6627431,2.0,2.0,,0.0270486,0.118,0.083,NT,1.0,321.533,0.503,2025vfk,SN Ia,
4816,ZTF25ablamoy,-18.812363764285713,0.1790543988724476,336.8349744142857,0.17362948361899402,-55.93281186440593,39.29569364430376,2460920.8539005,20.3681,-0.12231,0.0462688,20.2645,20.1328,20.1049,20.3681,20.0986,19.8899,2460920.8753241,19.7577,19.8104,19.8037,19.717,-0.00924973,-3.50736,20.0502,19.8289,19.6985,2460920.8753241,2460910.7747801,14,11,2.34857,0.00291667,19.9715,19.12,50254381523,0.651056,2460920.8539005,5.0,11.0,,0.171951,0.116585,,SN,2.0,0.0,2.254,2025vcz,,
4817,ZTF25ablyzro,-3.166843244,0.12269662279549826,294.864345936,0.1973316776552685,-12.123548100054906,35.601139047001595,2460934.6510995,20.2369,-161.387,0.0438859,20.1703,20.0572,19.8651,20.3706,19.9968,19.585,2460950.6894444,19.8354,19.7816,19.6338,19.7709,-0.0005227,-8.33075,19.9719,19.5995,19.2935,2460950.6894444,2460920.7953704,25,11,1.15915,0.00125,20.0092,19.3428,47854320290,0.5541,2460934.6510995,3.0,5.0,,351.601,0.130605,,SN,2.0,0.0,0.781,2025wcx,,
4818,ZTF25ablznzy,-11.549258975,0.1255843823891791,8.444738625000001,0.1195582506569167,-73.87828039674638,107.17253952220689,2460942.8558333,20.2263,-0.00393905,0.128812,20.2053,19.8584,19.4341,20.2263,19.4867,19.0541,2460949.8107755,19.8223,19.6734,19.4265,19.8354,-0.0316299,0.0499805,19.8354,19.2931,19.0041,2460949.8107755,2460919.8552778,16,11,4.3196,0.0329583,19.7902,18.9514,34449939165,0.347198,2460933.774294,1.0,2.0,,0.100054,0.0417698,,SN,2.0,0.0,4.49,2025vph,,
4819,ZTF25abmouep,-3.0319882933333333,0.11538828113803153,13.451309819999999,0.12741648596602986,-65.897085435792,124.37924404649097,2460935.8504167,20.1876,-0.0954034,0.0104441,20.1169,20.0308,20.071,20.1876,19.9768,19.7584,2460935.9001273,19.9734,19.9252,20.1199,19.9821,0.012752,0.0936803,20.3788,19.9357,19.5967,2460935.9001273,2460916.9122222,15,11,3.40581,,20.5603,19.641,34516905322,0.2055,2460935.8504167,3.0,6.0,,0.107921,0.119737,,SN,2.0,0.0,3.459,2025wsc,,
4820,ZTF25abmqlbr,17.640281591666668,0.08589734512766818,252.11596565000002,0.1222321937896691,34.87209512232613,36.25559199376344,2460933.6458218,19.5819,-0.101474,0.0067604,19.5122,19.3858,19.4512,19.5819,19.3435,19.1213,2460933.6703356,19.4161,19.3498,19.338,19.4307,-0.0365173,-0.0137739,19.4307,19.2845,19.1168,2460933.6703356,2460915.6832986,12,11,1.41422,0.5,21.2382,-999.0,56892285686,0.151197,2460933.6458218,6.0,10.0,,0.0635387,0.0324962,,SN,2.0,0.0,2.122,2025vka,,
4821,ZTF25abmrqri,-12.416102064285711,0.09072577605615667,311.13776687142854,0.06780181831453888,-30.651546344336463,34.238466247282396,2460932.6723611,20.0269,-0.0243062,0.0528982,20.0093,19.9339,20.0195,20.2151,19.8177,19.4101,2460943.7100463,20.0763,19.9631,19.807,20.078,-0.00018662,0.0190449,20.078,19.7405,19.3722,2460943.7100463,2460913.7970486,14,11,0.928628,0.5,-999.0,21.5114,50978847259,0.130499,2460932.6723611,1.0,5.0,,0.113279,0.0477967,,SN,2.0,0.0,1.161,2025wcf,,
4822,ZTF25abngnls,15.17325187857143,0.06358477349450045,19.78916472857143,0.15204275918530527,-47.16702476943869,132.79400722913184,2460950.8579051,20.7112,-0.0849418,0.0887436,20.6378,20.2562,19.688,20.7112,19.7831,19.1892,2460950.8989815,19.8607,19.7319,19.509,19.8638,-0.0122761,0.10171,19.8638,19.5099,19.2014,2460950.8989815,2460923.8617477,14,11,0.923639,,21.5442,21.1733,67600957684,0.847443,2460950.8579051,2.0,5.0,,0.221679,0.031631,,SN,2.0,0.0,1.003,2025wra,,
4823,ZTF25abnmwof,37.54436485,0.11317264964824003,291.35358295,0.18259795038976123,9.999215972445018,70.1555918614012,2460944.6853125,20.1134,0.0200179,0.0616936,20.1067,19.8731,19.8319,20.1541,19.5731,19.0907,2460944.6327662,19.5818,19.4037,19.3247,19.6664,-0.0890349,0.0716871,19.6664,19.2957,19.0871,2460944.6853125,2460918.7808681,28,11,0.639436,0.0147083,19.4914,19.0811,55002298937,0.447031,2460944.6853125,2.0,6.0,,0.135278,0.127934,,SN,2.0,0.0,0.561,2025wvj,,
4824,ZTF25abnospn,-6.181879400000001,0.25195997777412266,329.17701589629627,0.2224277496520713,-43.549443558700496,51.600872482128324,2460932.7739583,20.5531,-0.0652618,-9.83116,20.5521,20.5219,20.5622,20.651,20.351,19.7804,2460934.7747685,20.4341,20.3821,20.4283,20.3849,0.135967,0.0804497,20.5275,20.3734,20.0918,2460934.7747685,2460913.833588,27,11,1.12001,0.000833333,19.7286,19.5011,49922201384,0.103001,2460932.7739583,2.0,5.0,,0.031557,0.315209,,SN,2.0,0.0,1.082,2025ajuf,,
4825,ZTF25abocxbg,5.647459274999999,0.24246123050887242,1.9602898916666665,0.1634083752443475,-55.57024208042796,103.49308690138946,2460944.8289583,19.9815,-0.114631,,19.8972,19.805,19.771,19.9815,19.8686,19.7557,2460972.733044,20.0042,19.9028,19.4979,19.9831,0.0542302,0.0733469,20.1421,19.6517,18.9504,2460972.733044,2460942.7944792,12,11,0.372951,0.0841488,20.2128,20.4383,66611388671,0.8053,2460942.8591435,4.0,5.0,,0.109218,0.0862866,,SN,2.0,0.0,0.248,2025xap,,
4826,ZTF25abodfew,-27.905954100000002,0.14002175422668411,326.91400178571433,0.12485483449506284,-49.49025918395118,20.816172429016916,2460943.7967361,19.8032,-0.041837,0.0742732,19.7697,19.5833,19.3375,19.8032,19.3503,19.0138,2460948.6891898,19.6761,19.435,19.3588,19.7117,-0.0839567,-0.0149949,19.7117,19.2133,18.9276,2460948.6891898,2460920.8559028,14,11,0.529197,0.00291667,20.2272,19.3934,51410856944,0.5061,2460943.7967361,4.0,6.0,,0.149781,0.0482674,,SN,2.0,0.0,0.421,2025xdf,,
4827,ZTF25abogfap,8.1340786,0.03566891389225687,72.55533587272727,0.08655804965948688,-22.336414348915802,190.45038671668095,2460959.918669,19.3759,-0.0947868,0.0860423,19.3605,19.046,18.6849,19.3759,18.8151,18.4458,2460968.8511458,18.6584,18.4318,17.9649,18.6652,-0.0670008,0.0167705,18.6652,17.974,17.4411,2460968.8511458,2460939.8994213,11,11,5.54221,0.198339,17.8446,17.3661,65324268244,1.3132,2460959.918669,1.0,5.0,,0.0270014,0.0130244,0.032,SN,2.0,0.0,5.525,2025wnt,SN Ia,
4828,ZTF25abpsses,35.909248141666666,0.18809063852038596,145.46412254166665,0.1442366149841709,49.06036004795619,188.40888387222128,,,,,,,,,,,2460951.0221181,19.6788,19.4657,19.0611,19.7018,39.062,0.359183,19.8573,19.21,18.6389,2460951.0221181,2460928.021169,12,11,1.21893,,19.2034,18.8078,64188112660,,,4.0,5.0,,,64.9808,,NT,1.0,325.886,1.251,2025xjc,,
4829,ZTF25abpwtly,15.184065649999999,0.1756209839404626,129.60067577222222,0.21481832789754032,30.39187458744458,210.60020637218247,,,,,,,,,,,2460942.0139699,19.3438,19.1753,19.0118,19.3605,-0.0440532,-40.6948,19.3912,19.0846,18.6379,2460942.0139699,2460927.0202199,18,11,9.51826,0.0577083,19.7669,19.4283,63851824601,,,5.0,11.0,,,0.0850942,,SN,2.0,313.55,9.534,2025xfb,,
4830,ZTF25abpwtyk,16.79148951818182,0.09311220253639914,134.19193685454545,0.11066966204317531,35.08513539409507,210.82352907178986,2460955.0124421,19.5228,,,19.5228,19.5228,19.5228,19.5228,19.5228,19.5228,2460982.0195023,19.9422,19.768,19.4016,19.9275,0.0333251,0.0300342,19.9959,19.4949,18.9027,2460982.0195023,2460954.9721181,11,11,5.15289,0.046375,18.0128,17.3446,63887213125,0.469,2460955.0124421,3.0,6.0,,,0.113028,,SN,2.0,299.0,5.121,2025xfa,,
4831,ZTF25abqimds,60.757270275,0.11311279105281978,264.5716737833334,0.15262725183612277,32.29634890642855,89.65217205679178,2460965.7081944,19.7749,-0.0489864,,19.7548,19.6438,19.5702,19.7749,19.6525,19.5302,2460988.5745023,19.9396,19.7051,19.2992,19.9487,-0.0564855,0.0323446,19.9487,19.2843,18.9261,2460988.5745023,2460960.6390394,12,11,3.16199,0.023375,18.849,18.2513,57558635038,0.779501,2460965.7081944,1.0,5.0,,0.0534363,0.0342016,0.079,SN,2.0,0.0,2.993,2025xjk,SN Ia,
4832,ZTF25abqnjhz,12.954089305555554,0.1457629815829529,14.709078044444444,0.12066668140005847,-49.87746666549745,125.72965559782546,2460972.7950463,20.6768,0.00542777,0.092286,20.6774,20.3951,19.5516,20.6929,19.6888,18.6318,2460978.7295949,19.8752,19.5562,18.8493,19.8762,0.0648635,0.147574,20.0013,19.0901,18.0485,2460978.7295949,2460949.7941667,18,11,18.7866,0.00125,-999.0,21.7937,67593821715,1.0766,2460972.7950463,2.0,5.0,,0.181595,0.142174,,SN,2.0,177.795,68.917,2025xki,,
4833,ZTF25abqrmdq,26.36083718235294,0.12086045706399286,143.29564436470588,0.16221058977380676,46.02882250433249,202.12527133643175,2461029.9566435,20.9309,-0.0314381,0.0873008,20.9141,20.7082,20.373,20.9309,20.4084,20.0479,2461031.9269676,20.2065,19.9527,19.6182,20.2535,-0.0189184,0.128514,20.2535,19.7063,19.2879,2461031.9269676,2461004.8695139,17,11,0.288542,,20.8296,20.6225,64194305768,0.715302,2461029.9566435,2.0,4.0,,0.0819628,0.134159,,SN,2.0,0.0,0.363,2025xmt,,
4834,ZTF25abqvwwa,42.32535979285716,0.07974077947149916,19.291575742857145,0.1927252486128972,-20.293165281877844,127.99804100165265,2460961.7650347,20.6749,-0.0966309,0.0569257,20.6677,20.3509,19.8388,20.6749,19.8615,19.441,2460973.7399074,20.4236,20.0898,19.7063,20.5939,-0.217762,0.0211072,20.5939,19.7849,19.3503,2460973.7399074,2460944.8563542,14,11,2.72554,,20.6846,20.2022,67898975036,0.810499,2460961.7650347,3.0,4.0,,0.0292765,0.129045,,SN,2.0,0.0,2.756,2025xuc,,
